"Id","employer_category","job_category","EMPLOYEE_COUNT","Terms_of_emp","Eco_sect","work_description","Job_dep","Working_hours","WORK_CONDITION","EMOLUMENT"
26352,"ct_9","O","tr_5","CDI","CI","383b","33",1820,"C",67381
26357,"ct_9","O","tr_6","CDI","MA","461d","33",1820,"C",28549
26365,"ct_5","O","tr_6","CDI","LZ","684a","33",1820,"C",24797
26368,"ct_5","O","tr_6","CDI","MB","342g","33",2072,"P",65609
26371,"ct_3","O","tr_6","CDI","QA","523d","33",1820,"C",16393
26375,"ct_9","O","tr_4","CDI","QB","431f","33",1868,"C",26756
26380,"ct_8","O","tr_3","CDI","QA","344a","17",393,"P",13296
26381,"ct_9","O","tr_1","CDI","MA","478a","33",1693,"C",19179
26392,"ct_9","O","tr_3","CDD","LZ","691e","40",1102,"C",10180
26405,"ct_9","O","tr_2","CDD","KZ","691e","33",1167,"C",11374
26413,"ct_9","O","tr_6","CDI","CA","461f","33",1876,"C",28789
26414,"ct_9","O","tr_4","CDI","QB","525d","33",2311,"P",25000
26420,"ct_9","O","tr_4","CDI","NZ","423b","33",1956,"C",25606
26425,"ct_9","X","tr_1","AUT","MC","683a","33",1592,"C",12420
26426,"ct_9","O","tr_1","CDI","FZ","481a","92",1820,"C",24504
26429,"ct_9","O","tr_6","CDI","QA","433a","33",1851,"C",25014
26439,"ct_9","O","tr_6","CDI","HZ","333c","33",1826,"C",20045
26446,"ct_9","O","tr_0","CDI","QB","526a","33",2252,"C",26315
26448,"ct_9","O","tr_4","CDI","CC","462e","33",1752,"C",36771
26471,"ct_8","O","tr_6","CDI","OZ","461d","33",2044,"C",33748
26478,"ct_9","O","tr_2","CDI","CC","486e","33",563,"C",5689
26486,"ct_6","O","tr_1","CDI","GZ","488a","33",669,"C",13330
26487,"ct_9","O","tr_0","CDI","FZ","633a","17",338,"C",2574
26491,"ct_9","O","tr_1","CDI","GZ","554f","33",1733,"C",19070
26492,"ct_9","O","tr_4","CDI","FZ","423b","33",1726,"C",32093
26496,"ct_8","O","tr_6","CDI","QA","526a","33",505,"C",14492
26506,"ct_9","O","tr_6","CDI","KZ","545b","33",1820,"C",37093
26509,"ct_9","O","tr_6","CDI","HZ","451a","33",1820,"C",18560
26510,"ct_8","O","tr_5","CDI","QB","676e","33",1805,"C",8705
26512,"ct_9","O","tr_6","CDI","CL","474b","33",2200,"C",35049
26516,"ct_1","O","tr_5","AUT","PZ","341a","33",1820,"C",49381
26521,"ct_9","O","tr_6","CDI","QA","541b","33",1820,"C",18438
26527,"ct_9","O","tr_3","CDI","JA","352a","24",1820,"C",39964
26528,"ct_8","O","tr_4","CDI","QB","526d","33",1810,"C",21118
26558,"ct_9","O","tr_2","CDI","GZ","676c","33",456,"C",10154
26569,"ct_9","O","tr_6","CDI","CM","384b","33",1785,"C",37769
26571,"ct_9","O","tr_3","CDI","GZ","554b","33",1059,"P",11784
26580,"ct_9","O","tr_6","CDI","QA","525d","33",1766,"C",12113
26587,"ct_9","O","tr_6","CDI","GZ","487a","33",1821,"C",28691
26589,"ct_9","O","tr_6","CDI","MA","388a","75",1806,"C",19461
26592,"ct_9","O","tr_0","CDI","MA","534b","33",1580,"C",48903
26596,"ct_2","O","tr_6","CDD","OZ","524c","33",600,"C",5202
26618,"ct_9","O","tr_3","CDI","FZ","681a","33",2284,"C",21074
26620,"ct_9","O","tr_6","CDI","NZ","534a","33",1667,"C",13482
26634,"ct_2","O","tr_3","AUT","QB","563b","33",1819,"C",19568
26639,"ct_9","O","tr_5","CDI","CG","374c","92",1693,"C",51007
26643,"ct_9","O","tr_4","CDI","MA","543b","33",1796,"C",20589
26644,"ct_9","O","tr_6","CDI","KZ","467c","33",1631,"C",39762
26646,"ct_6","O","tr_1","TOA",NA,"691d","24",517,"C",4287
26670,"ct_8","O","tr_3","CDI","QB","434e","33",1805,"C",19625
26677,"ct_9","O","tr_1","CDI","FZ","681b","33",910,"C",6062
26678,"ct_8","O","tr_2","CDI","SZ","543h","33",1658,"P",19226
26683,"ct_8","O","tr_3","CDI","QA","526a","33",1820,"C",23657
26684,"ct_1","O","tr_4","CDI","OZ","461f","33",1820,"C",30881
26687,"ct_8","O","tr_2","CDI","QB","434b","33",1623,"P",17219
26688,"ct_9","O","tr_3","CDI","GZ","433d","33",1032,"P",18799
26691,"ct_1","O","tr_4","AUT","PZ","341a","33",1820,"C",27986
26694,"ct_8","O","tr_3","CDI","QB","525d","33",1293,"C",15969
26706,"ct_9","O","tr_2","CDI","HZ","643a","33",2076,"C",23920
26707,"ct_9","O","tr_1","CDI","NZ","534a","33",593,"C",8618
26708,"ct_9","O","tr_1","CDI","KZ","545b","33",1750,"C",33151
26710,"ct_9","O","tr_1","CDI","FZ","382d","33",1704,"C",32108
26714,"ct_8","O","tr_4","CDI","PZ","341a","33",1820,"C",36487
26720,"ct_9","O","tr_3","CDI","FZ","621b","33",1616,"C",24484
26722,"ct_9","O","tr_2","CDI","FZ","633a","33",1652,"C",21223
26726,"ct_9","O","tr_1","CDI","IZ","561f","33",345,"P",3767
26727,"ct_9","O","tr_1","CDI","GZ","634c","33",1497,"C",27137
26728,"ct_9","O","tr_3","CDI","FZ","543h","33",1912,"C",25546
26735,"ct_9","O","tr_3","CDI","FZ","633a","33",1820,"C",18152
26736,"ct_8","O","tr_5","CDI","PZ","525b","33",1805,"C",16857
26741,"ct_9","O","tr_2","CDI","FZ","671c","33",1750,"C",33558
26743,"ct_9","O","tr_6","CDI","CL","624e","33",1757,"C",28283
26744,"ct_7","O","tr_1","CDI","QB","563a","33",3000,"N",34668
26745,"ct_8","A","tr_5","APP","PZ","461b","33",668,"C",3233
26748,"ct_8","O","tr_2","CDI","QB","526c","33",1600,"P",14202
26757,"ct_9","A","tr_1","APP","GZ","433d","33",1821,"C",11985
26758,"ct_9","O","tr_6","CDI","DZ","461f","33",1820,"C",40687
26761,"ct_9","O","tr_1","CDI","NZ","684a","33",332,"P",3929
26769,"ct_9","O","tr_4","CDI","HZ","451a","33",1820,"C",22546
26774,"ct_9","O","tr_0","TTP","NZ","622c","33",895,"N",10901
26777,"ct_8","O","tr_5","CDI","PZ","341a","33",1517,"P",26943
26782,"ct_9","O","tr_1","CDI","GZ","634c","33",1643,"C",23284
26784,"ct_9","O","tr_2","CDI","MA","462e","33",1713,"C",26155
26786,"ct_9","O","tr_6","CDI","NZ","684a","33",1820,"C",22227
26790,"ct_9","O","tr_6","CDI","CL","461f","33",1411,"C",38371
26794,"ct_9","X","tr_3","AUT","JC","546e","33",882,"C",3499
26804,"ct_8","O","tr_3","CDI","QB","434e","33",1776,"C",23425
26813,"ct_9","O","tr_5","CDI","QA","561b","33",168,"C",3188
26814,"ct_2","O","tr_6","AUT","OZ","354g","33",1497,"P",23829
26816,"ct_8","O","tr_2","CDI","PZ","421b","33",1820,"C",29179
26820,"ct_9","O","tr_2","CDI","MA","472a","33",1416,"P",21932
26822,"ct_9","O","tr_1","CDI","MA","384a","87",1744,"C",27848
26823,"ct_9","O","tr_0","CDI","HZ","643a","33",350,"C",3747
26824,"ct_6","O","tr_1","CDI","CA","636c","33",2007,"C",24032
26826,"ct_8","O","tr_2","CDI","QB","434g","33",1235,"P",17681
26831,"ct_9","O","tr_3","CDI","QB","563b","33",310,"P",2246
26837,"ct_9","O","tr_1","TTP","NZ","676a","33",1752,"N",16378
26842,"ct_8","O","tr_5","CDI","MA","546b","93",1866,"C",39338
26847,"ct_9","O","tr_4","CDI","GZ","462b","33",1819,"C",39584
26848,"ct_8","O","tr_3","CDI","QB","563b","33",640,"P",4224
26858,"ct_9","O","tr_4","CDI","KZ","467c","33",1435,"P",20271
26867,"ct_8","O","tr_6","CDI","PZ","341a","33",1734,"C",54052
26868,"ct_9","O","tr_1","CDI","FZ","681b","47",325,"C",3276
26874,"ct_1","O","tr_6","AUT","PZ","479a","33",1820,"C",19152
26877,"ct_9","O","tr_5","CDI","GZ","553c","33",1101,"C",11300
26884,"ct_9","O","tr_5","CDI","GZ","462b","33",2056,"C",26780
26895,"ct_7","O","tr_1","CDI","QB","563a","33",3000,"N",32615
26896,"ct_9","O","tr_1","CDI","MA","373d","33",774,"C",21720
26897,"ct_8","O","tr_6","CDI","OZ","461f","33",1849,"C",28480
26912,"ct_9","O","tr_2","CDI","LZ","461d","33",1972,"C",50249
26923,"ct_9","O","tr_3","CDI","FZ","634b","33",1727,"C",18508
26926,"ct_8","O","tr_3","CDD","NZ","691d","33",367,"C",3100
26930,"ct_4","O","tr_4","CDI","SZ","461d","33",1430,"P",16642
26934,"ct_9","O","tr_1","CDI","MA","387d","33",1317,"C",40827
26937,"ct_9","O","tr_1","CDD","FZ","673c","33",569,"C",5890
26938,"ct_9","O","tr_4","CDI","GZ","551a","33",1821,"C",18503
26942,"ct_9","O","tr_1","CDI","GZ","554e","33",1022,"P",11818
26947,"ct_9","O","tr_3","TOA","LZ","691d","33",1003,"C",8670
26955,"ct_9","O","tr_1","CDI","GZ","634c","33",790,"C",8369
26956,"ct_9","O","tr_4","CDI","NZ","676e","33",243,"C",2140
26966,"ct_9","O","tr_4","CDI","QB","525d","33",1852,"C",18363
26973,"ct_6","A","tr_1","APP","GZ","554h","33",719,"C",1813
26983,"ct_9","O","tr_4","CDI","HZ","451a","33",1826,"C",22902
26985,"ct_9","O","tr_6","CDI","JC","373b","93",1820,"C",47233
26992,"ct_8","O","tr_4","TOA","NZ","691d","33",197,"C",2114
26995,"ct_9","O","tr_1","CDI","GZ","554b","33",1736,"C",20817
27002,"ct_9","O","tr_3","CDI","NZ","534a","33",1819,"C",14869
27015,"ct_9","O","tr_0","CDI","QB","525d","33",1856,"C",25778
27018,"ct_9","O","tr_4","CDI","EZ","628e","33",1834,"C",25239
27020,"ct_2","O","tr_3","CDD","OZ","435b","33",1814,"C",15398
27029,"ct_3","O","tr_6","CDI","QA","431f","33",1820,"C",26734
27030,"ct_9","O","tr_3","CDI","QB","526a","33",1860,"C",21347
27033,"ct_9","O","tr_3","CDI","HZ","641a","33",1744,"C",18283
27041,"ct_9","O","tr_6","CDI","CA","628a","33",1834,"C",18824
27048,"ct_6","O","tr_1","CDI","AZ","692a","33",1194,"C",15841
27049,"ct_8","O","tr_5","CDI","PZ","341a","33",1820,"C",29414
27053,"ct_9","O","tr_1","CDI","KZ","545c","33",1627,"C",16883
27055,"ct_9","O","tr_2","CDI","NZ","554g","33",1182,"C",18486
27067,"ct_9","O","tr_1","TTP","NZ","632a","33",1414,"C",23809
27072,"ct_9","O","tr_5","CDD","RZ","564b","33",603,"C",9185
27073,"ct_9","O","tr_1","CDI","MA","472a","33",1863,"C",24835
27075,"ct_9","O","tr_1","CDI","GZ","554e","33",1036,"P",10907
27079,"ct_9","O","tr_2","CDI","JC","388c","33",1769,"C",36135
27093,"ct_9","O","tr_1","CDI","MA","478a","33",1832,"C",21492
27094,"ct_9","O","tr_4","CDI","FZ","382c","33",1778,"C",48862
27098,"ct_9","O","tr_1","CDI","SZ","564b","33",1404,"C",13897
27100,"ct_9","O","tr_2","CDI","FZ","681b","33",1755,"C",23230
27109,"ct_9","O","tr_3","CDI","QB","525d","33",730,"C",6783
27114,"ct_9","O","tr_5","CDI","CF","653a","33",1701,"C",26915
27119,"ct_9","O","tr_3","CDI","GZ","478b","33",1733,"C",14343
27120,"ct_9","O","tr_3","CDI","KZ","376d","17",1820,"C",46877
27127,"ct_9","O","tr_1","CDI","GZ","554e","33",1448,"C",17377
27130,"ct_9","O","tr_1","CDI","IZ","488a","33",1169,"C",21257
27140,"ct_2","O","tr_5","CDD","QB","563b","33",1827,"C",17429
27144,"ct_8","O","tr_3","CDD","PZ","543h","33",308,"C",2728
27152,"ct_9","O","tr_4","CDI","GZ","478c","78",1260,"C",14658
27154,"ct_9","O","tr_6","CDI","NZ","374c","33",1519,"C",24632
27160,"ct_9","O","tr_5","CDI","HZ","655a","33",1757,"C",26585
27161,"ct_8","O","tr_2","CDI","KZ","467c","33",1916,"C",33573
27171,"ct_9","O","tr_6","CDI","QA","542a","33",1658,"P",19107
27173,"ct_9","O","tr_5","CDI","NZ","534a","33",1117,"P",12742
27174,"ct_8","O","tr_6","CDI","OZ","373b","33",2054,"C",36531
27175,"ct_9","O","tr_1","CDI","RZ","424a","33",1088,"P",6160
27193,"ct_9","O","tr_4","CDI","IZ","561c","33",2328,"C",17695
27194,"ct_9","O","tr_6","CDI","JC","388c","33",1808,"C",37727
27198,"ct_8","O","tr_1","TOA","NZ","691d","33",979,"C",3332
27203,"ct_3","O","tr_6","AUT","QA","431f","33",1820,"C",22926
27206,"ct_9","O","tr_4","CDI","HZ","451a","33",1826,"C",22747
27207,"ct_9","O","tr_0","CDI","GZ","554f","33",917,"C",10169
27221,"ct_9","O","tr_5","CDI","CI","464a","24",1484,"C",20200
27224,"ct_9","O","tr_1","CDI","JC","478a","33",1929,"C",26103
27230,"ct_9","O","tr_1","CDI","FZ","632a","33",1638,"C",18595
27232,"ct_2","O","tr_5","CDD","EZ","524c","33",445,"C",5711
27233,"ct_9","O","tr_3","CDI","QB","563b","33",955,"P",9678
27251,"ct_8","O","tr_6","CDI","PZ","342b","33",1552,"C",56309
27253,"ct_9","O","tr_2","CDI","HZ","466a","33",2164,"C",39803
27256,"ct_6","O","tr_1","CDI","PZ","542a","33",678,"P",7894
27261,"ct_6","O","tr_1","CDI","GZ","554g","33",2030,"C",17870
27266,"ct_8","O","tr_3","CDI","QB","434a","33",1521,"P",27384
27276,"ct_9","O","tr_6","CDI","JA","373b","33",1820,"C",43720
27279,"ct_9","O","tr_3","CDI","IZ","561e","33",1579,"C",16705
27284,"ct_9","O","tr_0","TTP","NZ","652a","33",856,"C",9750
27286,"ct_9","O","tr_3","CDI","GZ","543g","33",1523,"P",21368
27287,"ct_9","O","tr_3","CDI","GZ","462b","33",1584,"C",29003
27289,"ct_9","O","tr_2","CDI","GZ","463b","33",578,"N",19575
27291,"ct_9","O","tr_2","CDI","GZ","551a","33",1574,"P",15432
27293,"ct_9","O","tr_1","CDI","HZ","521a","33",1733,"C",14926
27297,"ct_9","O","tr_1","CDI","GZ","556a","33",1728,"C",14067
27298,"ct_8","O","tr_4","CDI","QB","434e","33",1819,"C",20566
27299,"ct_9","O","tr_1","CDI","GZ","373d","33",1746,"C",37312
27320,"ct_9","O","tr_2","CDI","CC","675b","33",1446,"C",22767
27333,"ct_9","O","tr_2","CDI","JB","373d","33",774,"C",52323
27337,"ct_9","O","tr_1","CDI","CI","628a","40",1053,"C",14793
27343,"ct_9","O","tr_6","CDI","KZ","467b","33",1974,"C",34655
27349,"ct_9","O","tr_1","TOA","NZ","563c","33",637,"P",6806
27352,"ct_9","O","tr_2","CDI","FZ","382a","33",1820,"C",46820
27353,"ct_6","O","tr_1","CDI","FZ","633a","33",1603,"C",21706
27375,"ct_9","O","tr_4","CDI","NZ","467c","33",1595,"C",33917
27380,"ct_9","O","tr_2","TTP","NZ","461f","33",1203,"C",16118
27381,"ct_9","O","tr_6","CDI","QA","431f","33",1922,"C",33785
27382,"ct_9","O","tr_6","CDI","CL","387c","33",1906,"C",39128
27395,"ct_9","O","tr_2","CDI","QA","526e","33",613,"C",13005
27413,"ct_9","O","tr_1","CDI","IZ","636d","33",1309,"C",13984
27418,"ct_9","O","tr_1","CDI","MA","554b","69",575,"C",27995
27422,"ct_9","O","tr_1","CDI","JB","673a","33",722,"C",9674
27431,"ct_1","O","tr_6","CDI","PZ","333e","33",1820,"C",24526
27432,"ct_9","O","tr_1","CDI","FZ","632a","33",1725,"C",25725
27437,"ct_3","O","tr_6","CDI","QA","333f","33",1092,"P",36055
27439,"ct_8","O","tr_5","CDI","KZ","467c","33",1278,"P",23331
27440,"ct_8","O","tr_6","CDD","OZ","545d","33",1685,"C",19902
27447,"ct_9","O","tr_3","CDI","QA","526e","33",1892,"C",18697
27448,"ct_9","O","tr_6","CDI","HZ","653a","33",761,"C",7262
27450,"ct_9","O","tr_3","CDI","NZ","682a","33",1398,"C",13222
27452,"ct_8","O","tr_4","CDI","QB","525d","33",532,"P",5617
27464,"ct_9","O","tr_1","CDI","CI","542a","33",1611,"C",24280
27467,"ct_9","O","tr_0","CDI","MA","534b","33",1580,"C",48242
27479,"ct_2","O","tr_6","CDD","OZ","524c","33",555,"P",4952
27481,"ct_9","O","tr_2","TTP","NZ","676e","33",242,"C",2025
27485,"ct_9","O","tr_1","CDI","MA","461b","33",1822,"C",32026
27487,"ct_8","O","tr_6","CDI","QA","525d","33",1215,"C",13403
27489,"ct_9","O","tr_6","CDI","HZ","333c","75",1850,"C",55268
27502,"ct_9","O","tr_5","CDI","GZ","552a","33",926,"P",6037
27504,"ct_8","O","tr_4","CDI","PZ","422b","33",1992,"C",32990
27520,"ct_9","O","tr_4","CDI","CC","627f","33",1679,"C",27735
27521,"ct_8","O","tr_4","CDI","QA","344a","33",1054,"C",109007
27522,"ct_9","O","tr_3","CDI","FZ","621a","33",1820,"C",27220
27531,"ct_9","O","tr_4","CDI","QB","525d","33",255,"C",5077
27538,"ct_8","O","tr_6","CDI","QA","433a","33",1820,"C",27261
27541,"ct_9","O","tr_6","CDI","HZ","641b","33",1662,"C",24120
27543,"ct_9","O","tr_3","CDI","QB","525d","33",1889,"C",20922
27544,"ct_9","O","tr_1","CDI","GZ","463c","33",1677,"C",27968
27552,"ct_9","O","tr_6","CDI","JC","388a","75",1638,"C",28257
27557,"ct_9","O","tr_2","CDI","CM","385c","33",1624,"C",30406
27562,"ct_1","O","tr_4","CDI","OZ","461e","33",1820,"C",24657
27563,"ct_9","O","tr_1","CDI","MA","691e","33",1911,"C",16247
27567,"ct_9","O","tr_3","CDI","QB","435b","33",1834,"C",21918
27575,"ct_9","A","tr_2","APP","CM","543f","33",1148,"C",7934
27580,"ct_9","O","tr_5","CDI","MA","380a","91",1815,"C",54709
27584,"ct_9","O","tr_0","CDI","MA","462e","33",998,"C",19137
27590,"ct_9","O","tr_3","CDI","IZ","561d","33",1081,"C",9038
27592,"ct_9","O","tr_2","CDI","QB","563b","33",764,"P",6349
27595,"ct_9","O","tr_5","CDI","DZ","541b","33",1820,"C",22402
27598,"ct_9","O","tr_5","CDI","MA","628g","33",1884,"C",23846
27609,"ct_1","O","tr_4","CDI","OZ","461f","33",1666,"C",24452
27620,"ct_8","O","tr_4","CDI","PZ","341a","49",1820,"C",28108
27624,"ct_9","O","tr_2","CDI","HZ","641a","33",1476,"C",18353
27633,"ct_1","O","tr_6","AUT","PZ","342b","33",1842,"C",49541
27652,"ct_9","O","tr_3","CDI","GZ","643a","33",1667,"C",16023
27657,"ct_9","O","tr_5","CDI","JC","388a","33",1092,"P",42327
27660,"ct_9","O","tr_4","CDI","NZ","534a","33",1835,"C",16641
27663,"ct_9","A","tr_3","APP","GZ","653a","33",761,"C",5655
27673,"ct_9","O","tr_1","CDI","NZ","543g","33",1722,"C",25339
27677,"ct_8","O","tr_5","CDI","PZ","422e","33",1803,"C",21414
27679,"ct_9","O","tr_5","CDI","JC","388c","92",1791,"C",47440
27681,"ct_9","O","tr_3","CDI","GZ","634c","33",1879,"C",18584
27684,"ct_9","O","tr_4","CDD","GZ","543f","33",680,"C",6382
27685,"ct_8","O","tr_1","TOA","NZ","691d","33",1640,"C",7504
27686,"ct_1","O","tr_6","AUT","OZ","532a","36",2028,"C",24121
27690,"ct_8","O","tr_6","CDI","QA","526a","33",1830,"C",22941
27699,"ct_9","O","tr_3","CDI","QB","525d","33",1474,"C",16631
27715,"ct_9","O","tr_1","CDI","FZ","682a","33",1027,"C",9641
27717,"ct_8","X","tr_1","AUT","SZ","435b","33",411,"P",3203
27718,"ct_9","O","tr_3","CDI","NZ","684a","33",694,"P",6770
27720,"ct_8","O","tr_1","CDI","NZ","684a","33",1664,"P",17544
27722,"ct_9","O","tr_1","CDI","GZ","433d","33",1450,"C",19466
27729,"ct_9","O","tr_6","CDI","CI","473b","33",1627,"C",48691
27738,"ct_9","O","tr_5","CDI","CG","623g","33",1901,"C",19352
27746,"ct_7","O","tr_1","CDI","QB","563a","33",1770,"N",7255
27748,"ct_9","O","tr_3","CDI","HZ","642b","33",1125,"P",11878
27755,"ct_9","O","tr_6","CDI","HZ","461e","33",1120,"C",21509
27756,"ct_7","O","tr_1","CDI","QB","563a","33",482,"N",1743
27759,"ct_9","O","tr_2","CDI","FZ","632j","33",1792,"C",29989
27765,"ct_9","O","tr_6","CDI","HZ","466c","33",1641,"P",26690
27771,"ct_9","O","tr_5","CDI","MA","461f","33",1760,"C",30844
27772,"ct_7","O","tr_1","CDI","QB","563b","33",1133,"N",12575
27774,"ct_9","O","tr_6","CDI","JC","388a","33",1820,"C",31944
27777,"ct_9","O","tr_1","CDI","GZ","543g","33",1323,"C",16218
27783,"ct_9","O","tr_6","CDI","CA","674c","33",1834,"C",23755
27786,"ct_9","O","tr_3","CDI","HZ","643a","33",988,"C",8140
27794,"ct_9","O","tr_5","CDI","NZ","534a","33",1090,"C",14512
27795,"ct_9","O","tr_4","CDI","IZ","561f","33",550,"C",4147
27796,"ct_9","O","tr_5","CDI","KZ","467c","33",1319,"C",18139
27808,"ct_9","A","tr_1","APP","IZ","561b","33",1062,"P",5946
27810,"ct_9","O","tr_2","CDI","GZ","344d","33",2005,"C",46530
27816,"ct_9","O","tr_1","CDI","JC","372a","75",1225,"C",51692
27823,"ct_9","O","tr_4","CDI","HZ","478d","86",1820,"C",29097
27824,"ct_9","O","tr_1","CDI","GZ","554h","33",1898,"C",21439
27827,"ct_9","O","tr_0","CDI","FZ","632g","33",499,"C",5651
27828,"ct_9","O","tr_1","CDI","CI","672a","33",1645,"C",19211
27836,"ct_9","O","tr_2","CDI","QA","433a","33",1652,"C",31485
27838,"ct_9","O","tr_5","CDI","GZ","344b","92",1820,"C",69901
27849,"ct_3","O","tr_6","AUT","QA","432b","33",1820,"C",23034
27853,"ct_9","O","tr_3","CDD","SZ","563a","33",404,"P",3511
27857,"ct_8","O","tr_2","CDI","QB","526d","33",1483,"P",12694
27861,"ct_5","O","tr_5","CDI","KZ","676c","33",1792,"C",36326
27867,"ct_9","O","tr_6","CDI","QA","461c","33",1790,"C",26499
27870,"ct_9","O","tr_6","CDD","NZ","684a","33",649,"C",4800
27882,"ct_9","O","tr_2","CDI","GZ","653a","33",1296,"C",10709
27888,"ct_5","O","tr_6","CDI","MB","342g","33",1028,"C",60413
27901,"ct_9","O","tr_5","CDI","MC","534a","92",1668,"C",15503
27909,"ct_9","O","tr_2","CDI","GZ","682a","34",1628,"C",19556
27914,"ct_9","O","tr_3","CDI","GZ","461b","34",1517,"C",90258
27920,"ct_9","O","tr_4","CDI","QA","344a","34",1147,"P",40678
27921,"ct_3","O","tr_6","CDI","QA","523d","34",1820,"C",17287
27923,"ct_9","O","tr_3","CDI","HZ","466c","34",1820,"C",26987
27926,"ct_9","O","tr_5","CDI","QB","373d","34",1704,"C",36178
27935,"ct_9","X","tr_1","CDI","GZ","526b","34",1336,"P",4563
27942,"ct_9","O","tr_3","CDI","FZ","382a","34",1428,"C",27204
27943,"ct_9","O","tr_4","CDI","MB","625b","34",1834,"C",22980
27952,"ct_9","O","tr_4","CDD","RZ","424a","34",484,"P",11204
27955,"ct_9","O","tr_1","CDI","FZ","681b","34",1713,"C",12912
27958,"ct_9","O","tr_2","CDI","MA","473b","34",1671,"C",22335
27970,"ct_9","O","tr_3","CDI","CH","481a","34",1547,"C",24624
27974,"ct_9","O","tr_2","CDI","GZ","463b","30",773,"C",5345
27986,"ct_2","O","tr_6","AUT","OZ","621f","34",1820,"C",21061
27998,"ct_9","O","tr_4","CDI","HZ","451a","34",1834,"C",21262
28005,"ct_6","O","tr_1","CDI","QA","526b","34",1364,"P",18804
28007,"ct_9","O","tr_1","CDI","HZ","344b","34",1890,"C",55861
28015,"ct_8","X","tr_1","AUT","PZ","525b","34",1595,"P",15547
28017,"ct_9","O","tr_4","CDI","GZ","388c","34",1694,"C",38174
28022,"ct_9","O","tr_5","CDI","FZ","481b","34",1370,"N",26860
28034,"ct_8","O","tr_4","CDD","NZ","652b","34",1612,"C",22260
28036,"ct_9","O","tr_1","CDI","KZ","431a","34",1096,"P",24017
28056,"ct_9","O","tr_1","CDI","KZ","684a","34",1712,"C",23045
28064,"ct_9","O","tr_4","CDD","FZ","382d","01",1132,"P",30415
28068,"ct_9","O","tr_3","CDD","QA","526e","34",501,"C",6518
28069,"ct_9","O","tr_1","CDI","RZ","374d","34",455,"C",6550
28074,"ct_5","O","tr_4","CDI","LZ","376g","34",1820,"C",38623
28080,"ct_8","O","tr_3","CDI","QB","525d","34",1795,"C",21586
28083,"ct_8","O","tr_2","CDI","QB","525b","34",2344,"C",22213
28084,"ct_8","O","tr_6","CDD","QB","563b","34",166,"P",1051
28085,"ct_9","O","tr_3","CDI","HZ","344b","34",1743,"P",27411
28093,"ct_9","O","tr_3","CDI","LZ","461f","34",1820,"C",32057
28096,"ct_9","O","tr_4","CDI","NZ","632k","34",2483,"P",24818
28104,"ct_8","O","tr_3","CDI","QB","525d","34",1820,"C",21952
28109,"ct_5","O","tr_6","CDI","MB","461e","34",1820,"C",25085
28119,"ct_9","O","tr_5","CDI","QB","563b","34",1037,"P",10931
28129,"ct_8","O","tr_1","CDI","NZ","691d","34",1953,"C",16858
28130,"ct_8","O","tr_2","CDI","QA","477c","34",1818,"C",34871
28148,"ct_1","O","tr_4","CDI","OZ","461f","34",1456,"P",20439
28151,"ct_9","O","tr_4","CDI","GZ","551a","34",1555,"P",14106
28163,"ct_9","O","tr_5","CDI","NZ","534a","34",1670,"C",15315
28176,"ct_9","O","tr_6","CDI","MA","388a","13",1896,"C",32877
28178,"ct_9","O","tr_2","CDI","QA","526e","34",1941,"C",20372
28179,"ct_9","O","tr_5","CDI","HZ","546b","34",1764,"C",18876
28180,"ct_8","O","tr_4","CDI","PZ","341a","34",1820,"C",27933
28189,"ct_3","O","tr_6","CDD","QA","344a","34",2041,"C",42814
28193,"ct_9","O","tr_2","CDI","QA","526e","34",1062,"C",10698
28196,"ct_8","O","tr_6","CDI","QB","563b","34",1403,"P",13409
28200,"ct_6","O","tr_2","CDI","MA","543c","34",1820,"C",23962
28205,"ct_1","O","tr_4","AUT","PZ","341a","34",1820,"C",41353
28219,"ct_9","O","tr_2","CDI","GZ","433d","34",1843,"C",17376
28220,"ct_9","O","tr_1","CDI","GZ","433b","34",856,"C",11131
28237,"ct_9","O","tr_0","CDI","SZ","564b","30",602,"P",5515
28239,"ct_9","O","tr_3","CDI","GZ","387e","13",1924,"C",43485
28243,"ct_9","O","tr_6","CDI","MB","385a","34",1834,"C",50383
28245,"ct_9","O","tr_5","CDI","HZ","389b","91",840,"C",53808
28254,"ct_9","O","tr_3","CDI","JC","478b","34",2009,"C",26571
28275,"ct_8","O","tr_6","CDI","QB","563b","34",741,"P",8386
28284,"ct_8","O","tr_6","CDI","QA","431a","34",1750,"C",70036
28290,"ct_9","O","tr_0","CDD","NZ","684a","34",1621,"P",15002
28292,"ct_9","O","tr_4","CDI","CL","675b","34",1353,"C",14908
28295,"ct_2","O","tr_6","CDI","OZ","333f","34",1578,"P",27968
28302,"ct_3","O","tr_6","CDI","QA","332b","34",1820,"C",50974
28305,"ct_9","O","tr_6","CDI","CB","676c","30",1704,"C",17148
28311,"ct_9","O","tr_6","CDI","HZ","477a","34",1797,"C",33484
28313,"ct_9","O","tr_6","CDI","HZ","333c","34",2286,"C",44580
28319,"ct_8","O","tr_4","CDI","OZ","523b","34",1264,"C",10740
28323,"ct_9","O","tr_3","CDI","CI","374d","34",390,"C",36232
28325,"ct_8","O","tr_2","CDI","QB","479b","30",1664,"P",16467
28332,"ct_1","O","tr_5","AUT","OZ","333a","30",1820,"C",42432
28348,"ct_9","O","tr_2","CDI","CA","373c","34",1340,"C",23216
