"Id","Emp_contract"
18998,"COND.1.6"
19000,"COND.2.1"
19005,"COND.1.6"
19007,"COND.1.6"
19014,"COND.1.6"
19018,"COND.1.1"
19023,"COND.2.1"
19026,"COND.1.5"
19038,"COND.1.5"
19039,"COND.1.6"
19043,"COND.1.6"
19046,"COND.1.3"
19050,"COND.1.6"
19054,"COND.2.2"
19055,"COND.1.6"
19059,"COND.1.6"
19061,"COND.1.6"
19068,"COND.1.6"
19073,"COND.1.6"
19082,"COND.1.6"
19085,"COND.1.6"
19087,"COND.1.5"
19089,"COND.1.6"
19093,"COND.1.6"
19100,"COND.1.6"
19104,"COND.2.2"
19115,"COND.1.6"
19116,"COND.1.6"
19117,"COND.1.2"
19120,"COND.1.6"
19126,"COND.1.6"
19128,"COND.1.6"
19130,"COND.1.6"
19132,"COND.2.1"
19139,"COND.1.6"
19140,"COND.1.6"
19141,"COND.1.5"
19154,"COND.1.6"
19160,"COND.1.6"
19161,"COND.1.6"
19162,"COND.1.6"
19164,"COND.1.6"
19173,"COND.1.6"
19176,"COND.1.6"
19177,"COND.1.6"
19178,"COND.1.6"
19181,"COND.1.6"
19182,"COND.1.6"
19186,"COND.1.5"
19190,"COND.1.6"
19192,"COND.2.2"
19199,"COND.2.2"
19209,"COND.1.6"
19212,"COND.1.2"
19214,"COND.1.6"
19218,"COND.1.6"
19239,"COND.1.6"
19240,"COND.1.5"
19241,"COND.1.6"
19242,"COND.1.6"
19244,"COND.1.6"
19245,"COND.1.6"
19250,"COND.1.6"
19252,"COND.1.6"
19257,"COND.1.6"
19266,"COND.1.6"
19271,"COND.1.6"
19275,"COND.1.6"
19276,"COND.1.6"
19277,"COND.2.1"
19280,"COND.1.6"
19281,"COND.1.6"
19285,"COND.1.6"
19286,"COND.1.5"
19289,"COND.2.1"
19293,"COND.2.1"
19304,"COND.1.6"
19305,"COND.1.6"
19313,"COND.1.6"
19315,"COND.1.6"
19317,"COND.1.6"
19336,"COND.1.6"
19343,"COND.1.6"
19345,"COND.1.6"
19347,"COND.1.6"
19348,"COND.1.6"
19354,"COND.1.6"
19361,"COND.1.6"
19362,"COND.1.6"
19366,"COND.1.1"
19372,"COND.1.6"
19374,"COND.1.6"
19378,"COND.1.6"
19379,"COND.1.6"
19380,"COND.1.6"
19382,"COND.1.6"
19389,"COND.1.6"
19391,"COND.1.6"
19393,"COND.1.6"
19409,"COND.1.6"
19411,"COND.1.2"
19412,"COND.1.6"
19413,"COND.1.6"
19414,"COND.1.6"
19417,"COND.1.6"
19419,"COND.1.6"
19427,"COND.1.6"
19430,"COND.1.6"
19433,"COND.1.6"
19436,"COND.1.4"
19437,"COND.1.6"
19443,"COND.1.6"
19444,"COND.1.6"
19445,"COND.1.5"
19450,"COND.2.2"
19454,"COND.1.6"
19456,"COND.1.6"
19465,"COND.2.1"
19466,"COND.1.6"
19468,"COND.1.6"
19476,"COND.1.6"
19477,"COND.1.6"
19481,"COND.1.6"
19488,"COND.1.2"
19492,"COND.1.6"
19494,"COND.2.1"
19501,"COND.1.6"
19503,"COND.1.6"
19504,"COND.1.6"
19512,"COND.1.6"
19513,"COND.1.6"
19514,"COND.2.2"
19527,"COND.1.6"
19532,"COND.1.3"
19536,"COND.1.5"
19538,"COND.1.6"
19541,"COND.1.6"
19542,"COND.1.6"
19545,"COND.1.6"
19549,"COND.1.6"
19561,"COND.1.6"
19564,"COND.1.6"
19583,"COND.1.6"
19584,"COND.1.6"
19586,"COND.1.6"
19588,"COND.1.6"
19589,"COND.1.6"
19593,"COND.1.6"
19595,"COND.1.6"
19597,"COND.1.6"
19598,"COND.1.6"
19601,"COND.1.6"
19603,"COND.1.6"
19605,"COND.1.6"
19611,"COND.1.6"
19613,"COND.1.6"
19628,"COND.1.6"
19629,"COND.1.6"
19633,"COND.1.6"
19635,"COND.1.5"
19638,"COND.1.6"
19639,"COND.1.5"
19641,"COND.1.5"
19652,"COND.1.6"
19659,"COND.1.6"
19662,"COND.1.6"
19663,"COND.1.5"
19665,"COND.1.6"
19668,"COND.1.6"
19676,"COND.1.6"
19682,"COND.1.6"
19687,"COND.1.6"
19688,"COND.1.1"
19694,"COND.1.6"
19702,"COND.1.6"
19711,"COND.1.5"
19714,"COND.2.1"
19716,"COND.1.6"
19718,"COND.1.6"
19723,"COND.1.2"
19724,"COND.1.6"
19732,"COND.1.6"
19734,"COND.2.2"
19738,"COND.1.5"
19741,"COND.2.2"
19748,"COND.1.6"
19751,"COND.1.6"
19754,"COND.1.5"
19756,"COND.1.6"
19758,"COND.2.2"
19765,"COND.1.6"
19768,"COND.1.2"
19771,"COND.1.6"
19772,"COND.1.6"
19775,"COND.2.2"
19780,"COND.1.6"
19781,"COND.1.6"
19791,"COND.1.2"
19792,"COND.1.3"
19793,"COND.1.6"
19799,"COND.1.6"
19800,"COND.2.2"
19801,"COND.1.6"
19807,"COND.1.6"
19810,"COND.1.6"
19825,"COND.1.6"
19827,"COND.1.6"
19829,"COND.1.6"
19840,"COND.1.6"
19843,"COND.1.6"
19846,"COND.1.6"
19853,"COND.1.6"
19854,"COND.1.6"
19855,"COND.1.6"
19867,"COND.1.5"
19870,"COND.1.6"
19875,"COND.2.1"
19884,"COND.1.6"
19889,"COND.1.6"
19893,"COND.1.6"
19896,"COND.1.6"
19902,"COND.1.6"
19903,"COND.2.1"
19904,"COND.1.5"
19905,"COND.1.5"
19908,"COND.1.6"
19911,"COND.1.6"
19912,"COND.1.6"
19916,"COND.2.2"
19917,"COND.1.6"
19928,"COND.1.6"
19930,"COND.1.6"
19933,"COND.1.6"
19940,"COND.1.6"
19942,"COND.1.6"
19944,"COND.1.6"
19946,"COND.1.5"
19948,"COND.1.6"
19954,"COND.1.6"
19957,"COND.1.6"
19964,"COND.1.6"
19967,"COND.1.6"
19969,"COND.2.1"
19982,"COND.1.5"
19984,"COND.1.6"
19987,"COND.1.6"
19989,"COND.2.1"
19993,"COND.1.6"
19994,"COND.1.6"
19999,"COND.1.5"
20000,"COND.1.6"
20001,"COND.1.6"
20002,"COND.1.5"
20003,"COND.1.6"
20006,"COND.1.6"
20010,"COND.2.1"
20020,"COND.1.6"
20023,"COND.1.6"
20028,"COND.1.1"
20031,"COND.1.6"
20035,"COND.2.2"
20036,"COND.1.6"
20039,"COND.1.6"
20041,"COND.1.6"
20042,"COND.2.1"
20050,"COND.1.6"
20069,"COND.1.6"
20071,"COND.2.2"
20082,"COND.1.6"
20088,"COND.1.6"
20097,"COND.1.6"
20099,"COND.1.6"
20106,"COND.1.6"
20108,"COND.2.1"
20112,"COND.1.5"
20116,"COND.1.6"
20117,"COND.1.6"
20126,"COND.1.6"
20135,"COND.1.6"
20143,"COND.1.6"
20151,"COND.1.6"
20157,"COND.1.6"
20160,"COND.1.5"
20163,"COND.1.5"
20164,"COND.1.6"
20166,"COND.2.1"
20169,"COND.1.5"
20170,"COND.1.5"
20173,"COND.1.6"
20175,"COND.1.6"
20181,"COND.1.6"
20192,"COND.1.6"
20193,"COND.1.6"
20196,"COND.1.5"
20197,"COND.1.6"
20204,"COND.1.6"
20205,"COND.1.6"
20212,"COND.1.6"
20219,"COND.1.6"
20221,"COND.1.6"
20226,"COND.1.6"
20228,"COND.1.6"
20232,"COND.1.6"
20236,"COND.1.6"
20239,"COND.1.6"
20245,"COND.1.5"
20250,"COND.1.5"
20256,"COND.1.6"
20257,"COND.1.6"
20261,"COND.1.6"
20264,"COND.1.6"
20278,"COND.1.6"
20282,"COND.1.1"
20288,"COND.2.1"
20309,"COND.2.2"
20310,"COND.1.5"
20311,"COND.1.6"
20312,"COND.1.6"
20313,"COND.1.6"
20314,"COND.1.6"
20315,"COND.1.6"
20316,"COND.1.6"
20322,"COND.2.1"
20325,"COND.1.6"
20332,"COND.1.5"
20336,"COND.1.6"
20337,"COND.1.6"
20340,"COND.1.6"
20343,"COND.1.6"
20345,"COND.1.6"
20347,"COND.1.6"
20348,"COND.1.6"
20350,"COND.1.6"
20353,"COND.1.6"
20354,"COND.1.6"
20356,"COND.1.6"
20358,"COND.2.2"
20359,"COND.2.1"
20378,"COND.1.6"
20383,"COND.1.6"
20392,"COND.1.2"
20395,"COND.2.1"
20396,"COND.1.5"
20402,"COND.1.6"
20404,"COND.1.5"
20409,"COND.1.2"
20413,"COND.1.6"
20417,"COND.1.6"
20419,"COND.1.6"
20423,"COND.1.6"
20424,"COND.1.6"
20436,"COND.1.6"
20442,"COND.1.5"
20448,"COND.1.6"
20449,"COND.2.1"
20450,"COND.1.6"
20451,"COND.1.6"
20456,"COND.1.5"
20458,"COND.1.6"
20462,"COND.1.6"
20464,"COND.2.2"
20472,"COND.1.5"
20481,"COND.2.2"
20482,"COND.2.1"
20485,"COND.1.5"
20490,"COND.1.6"
20492,"COND.2.2"
20497,"COND.1.6"
20498,"COND.1.6"
20502,"COND.1.6"
20504,"COND.2.2"
20518,"COND.1.1"
20519,"COND.2.1"
20521,"COND.1.6"
20526,"COND.2.1"
20527,"COND.1.6"
20529,"COND.1.6"
20534,"COND.1.6"
20538,"COND.1.6"
20541,"COND.1.6"
20543,"COND.1.6"
20548,"COND.1.6"
20554,"COND.2.1"
20555,"COND.1.5"
20559,"COND.1.6"
20563,"COND.1.1"
20572,"COND.1.6"
20574,"COND.1.6"
20585,"COND.1.6"
20590,"COND.1.6"
20591,"COND.1.6"
20599,"COND.1.6"
20605,"COND.1.6"
20610,"COND.1.1"
20618,"COND.1.1"
20620,"COND.1.5"
20622,"COND.1.6"
20626,"COND.1.6"
20629,"COND.1.6"
20633,"COND.1.5"
20634,"COND.1.6"
20635,"COND.1.6"
20636,"COND.2.1"
20638,"COND.1.1"
20646,"COND.2.2"
20653,"COND.1.5"
20656,"COND.1.6"
20663,"COND.2.1"
20665,"COND.1.6"
20668,"COND.1.6"
20669,"COND.1.6"
20671,"COND.1.6"
20673,"COND.2.1"
20682,"COND.1.5"
20683,"COND.1.6"
20687,"COND.1.6"
20688,"COND.1.3"
20698,"COND.1.6"
20699,"COND.2.1"
20701,"COND.1.6"
20706,"COND.1.6"
20712,"COND.1.6"
20713,"COND.1.6"
20721,"COND.1.6"
20733,"COND.2.2"
20735,"COND.1.6"
20737,"COND.2.1"
20740,"COND.1.6"
20743,"COND.1.6"
20748,"COND.2.1"
20760,"COND.1.6"
20764,"COND.1.6"
20772,"COND.1.6"
20773,"COND.1.3"
20776,"COND.1.6"
20779,"COND.1.6"
20790,"COND.1.6"
20793,"COND.1.6"
20794,"COND.1.6"
20795,"COND.2.2"
20796,"COND.1.6"
20803,"COND.1.6"
20813,"COND.1.5"
20823,"COND.1.6"
20824,"COND.1.6"
20832,"COND.1.6"
20833,"COND.1.6"
20842,"COND.1.6"
20851,"COND.1.6"
20858,"COND.2.2"
20864,"COND.1.6"
20866,"COND.1.6"
20867,"COND.1.6"
20874,"COND.2.2"
20876,"COND.1.6"
20880,"COND.1.6"
20884,"COND.1.6"
20886,"COND.2.1"
20887,"COND.1.6"
20897,"COND.1.6"
20899,"COND.1.6"
20900,"COND.1.6"
20906,"COND.2.2"
20912,"COND.1.6"
20913,"COND.1.6"
20914,"COND.1.6"
20925,"COND.1.6"
20927,"COND.1.6"
20933,"COND.2.1"
20937,"COND.1.6"
20939,"COND.1.6"
20955,"COND.1.6"
20967,"COND.1.6"
20970,"COND.1.6"
20973,"COND.1.6"
20977,"COND.1.6"
20978,"COND.1.6"
20983,"COND.1.6"
20984,"COND.1.6"
20987,"COND.1.6"
20990,"COND.1.6"
20993,"COND.1.6"
21018,"COND.1.5"
21020,"COND.1.6"
21021,"COND.1.6"
21034,"COND.1.6"
21043,"COND.1.6"
21044,"COND.1.6"
21047,"COND.1.6"
21066,"COND.2.2"
21071,"COND.1.6"
21076,"COND.1.6"
21087,"COND.1.6"
21088,"COND.1.6"
21098,"COND.1.6"
21108,"COND.1.6"
21112,"COND.1.5"
21116,"COND.1.6"
21120,"COND.1.6"
21123,"COND.1.5"
21126,"COND.1.6"
21133,"COND.1.4"
21135,"COND.1.6"
21140,"COND.1.6"
21143,"COND.1.5"
21146,"COND.2.2"
21147,"COND.1.6"
21149,"COND.1.6"
21158,"COND.1.5"
21161,"COND.1.6"
21163,"COND.1.6"
21167,"COND.1.6"
21168,"COND.1.6"
21170,"COND.2.2"
21177,"COND.1.6"
21179,"COND.1.6"
21185,"COND.2.1"
21194,"COND.1.3"
21200,"COND.2.2"
21202,"COND.1.2"
21209,"COND.1.6"
21213,"COND.1.6"
21217,"COND.1.6"
21219,"COND.1.6"
21220,"COND.1.6"
21233,"COND.1.6"
21234,"COND.1.2"
21237,"COND.1.5"
21247,"COND.1.6"
21254,"COND.2.1"
21258,"COND.1.5"
21268,"COND.1.6"
21270,"COND.1.6"
21274,"COND.1.6"
21277,"COND.1.6"
21292,"COND.1.5"
21296,"COND.1.6"
21297,"COND.1.6"
21299,"COND.1.6"
21300,"COND.1.6"
21306,"COND.2.2"
21315,"COND.2.1"
21321,"COND.1.6"
21323,"COND.1.6"
21324,"COND.1.6"
21327,"COND.1.6"
21331,"COND.2.1"
21334,"COND.1.6"
21350,"COND.1.6"
21356,"COND.1.6"
21359,"COND.1.6"
21363,"COND.2.1"
21364,"COND.1.6"
21377,"COND.1.6"
21391,"COND.1.6"
21398,"COND.1.5"
21401,"COND.1.6"
21403,"COND.1.6"
21404,"COND.1.6"
21412,"COND.1.6"
21421,"COND.1.6"
21423,"COND.1.6"
21425,"COND.1.6"
21430,"COND.1.6"
21432,"COND.1.6"
21434,"COND.2.2"
21435,"COND.1.6"
21436,"COND.1.6"
21442,"COND.1.6"
21444,"COND.1.6"
21448,"COND.1.6"
21449,"COND.2.1"
21461,"COND.1.6"
21463,"COND.1.1"
21464,"COND.1.6"
21465,"COND.1.6"
21467,"COND.2.1"
21469,"COND.1.6"
21472,"COND.1.6"
21480,"COND.1.6"
21494,"COND.1.6"
21495,"COND.2.2"
21497,"COND.1.6"
21501,"COND.1.6"
21502,"COND.1.6"
21509,"COND.1.6"
21514,"COND.1.6"
21515,"COND.2.1"
21517,"COND.1.6"
21519,"COND.1.6"
21526,"COND.1.6"
21527,"COND.1.6"
21529,"COND.2.2"
21530,"COND.2.2"
21531,"COND.1.6"
21537,"COND.1.5"
21541,"COND.1.6"
21543,"COND.1.6"
21547,"COND.1.6"
21550,"COND.1.6"
21555,"COND.1.6"
21558,"COND.1.6"
21566,"COND.1.6"
21572,"COND.2.1"
21573,"COND.1.6"
21581,"COND.2.1"
21585,"COND.2.1"
21595,"COND.1.6"
21597,"COND.2.1"
21599,"COND.1.6"
21605,"COND.2.1"
21608,"COND.1.6"
21619,"COND.2.1"
21623,"COND.1.6"
21627,"COND.1.5"
21628,"COND.1.6"
21632,"COND.1.4"
21633,"COND.1.6"
21637,"COND.1.6"
21639,"COND.1.6"
21642,"COND.1.6"
21648,"COND.1.3"
21656,"COND.1.6"
21658,"COND.2.1"
21664,"COND.1.6"
21673,"COND.1.6"
21675,"COND.1.6"
21676,"COND.1.6"
21677,"COND.1.6"
21683,"COND.1.6"
21684,"COND.1.6"
21689,"COND.1.5"
21697,"COND.1.6"
21698,"COND.2.1"
21700,"COND.1.6"
21703,"COND.1.6"
21704,"COND.1.5"
21706,"COND.1.6"
21708,"COND.1.6"
21709,"COND.2.1"
21710,"COND.1.6"
21711,"COND.1.6"
21720,"COND.1.5"
21729,"COND.1.6"
21731,"COND.1.6"
21733,"COND.2.1"
21744,"COND.1.2"
21746,"COND.1.6"
21747,"COND.1.6"
21766,"COND.1.5"
21767,"COND.2.2"
21773,"COND.1.6"
21774,"COND.2.2"
21781,"COND.1.6"
21782,"COND.2.2"
21787,"COND.2.1"
21788,"COND.1.6"
21791,"COND.1.6"
21792,"COND.1.6"
21793,"COND.1.5"
21802,"COND.1.6"
21803,"COND.1.5"
21807,"COND.2.2"
21820,"COND.2.2"
21821,"COND.1.6"
21826,"COND.1.6"
21827,"COND.1.6"
21831,"COND.1.6"
21832,"COND.2.1"
21837,"COND.1.6"
21838,"COND.1.6"
21849,"COND.1.6"
21857,"COND.1.6"
21858,"COND.2.1"
21874,"COND.1.6"
21875,"COND.1.6"
21883,"COND.1.6"
21889,"COND.2.2"
21897,"COND.1.6"
21902,"COND.2.2"
21906,"COND.2.1"
21907,"COND.1.6"
21914,"COND.1.5"
21915,"COND.1.6"
21925,"COND.1.6"
21928,"COND.1.6"
21930,"COND.1.6"
21931,"COND.1.6"
21935,"COND.1.6"
21941,"COND.1.6"
21943,"COND.1.6"
21945,"COND.1.5"
21956,"COND.1.6"
21960,"COND.1.6"
21962,"COND.1.6"
21965,"COND.1.6"
21971,"COND.2.1"
21973,"COND.1.6"
21990,"COND.1.6"
21993,"COND.1.6"
22000,"COND.1.6"
22002,"COND.1.6"
22007,"COND.1.6"
22012,"COND.2.2"
22022,"COND.1.6"
22025,"COND.1.6"
22029,"COND.2.1"
22030,"COND.1.6"
22032,"COND.1.6"
22034,"COND.1.6"
22037,"COND.1.6"
22047,"COND.1.2"
22050,"COND.1.6"
22052,"COND.1.6"
22055,"COND.1.6"
22060,"COND.1.3"
22065,"COND.2.1"
22067,"COND.1.6"
22068,"COND.1.6"
22069,"COND.1.6"
22074,"COND.2.1"
22077,"COND.1.6"
22081,"COND.1.6"
22085,"COND.2.2"
22087,"COND.2.1"
22090,"COND.1.6"
22100,"COND.1.6"
22102,"COND.1.6"
22119,"COND.2.1"
22123,"COND.1.6"
22125,"COND.1.5"
22131,"COND.1.6"
22133,"COND.1.6"
22141,"COND.1.6"
22145,"COND.1.6"
22147,"COND.2.1"
22150,"COND.1.6"
22151,"COND.1.6"
22154,"COND.2.1"
22159,"COND.1.6"
22171,"COND.1.4"
22178,"COND.1.6"
22184,"COND.1.6"
22186,"COND.1.6"
22194,"COND.1.6"
22197,"COND.1.6"
22214,"COND.2.1"
22215,"COND.2.2"
22226,"COND.1.6"
22227,"COND.1.6"
22231,"COND.1.5"
22241,"COND.2.2"
22243,"COND.1.6"
22244,"COND.1.6"
22247,"COND.1.6"
22253,"COND.2.1"
22256,"COND.1.6"
22260,"COND.1.6"
22262,"COND.1.6"
22266,"COND.1.6"
22272,"COND.1.6"
22274,"COND.1.6"
22275,"COND.1.6"
22277,"COND.1.6"
22286,"COND.1.6"
22287,"COND.1.6"
22288,"COND.1.6"
22289,"COND.1.6"
22292,"COND.1.6"
22308,"COND.1.6"
22315,"COND.1.6"
22322,"COND.1.6"
22323,"COND.1.6"
22324,"COND.1.6"
22325,"COND.1.6"
22326,"COND.1.6"
22327,"COND.1.6"
22328,"COND.1.6"
22332,"COND.1.6"
22335,"COND.1.6"
22338,"COND.1.6"
22340,"COND.1.6"
22344,"COND.1.6"
22349,"COND.1.6"
22361,"COND.1.6"
22362,"COND.2.2"
22368,"COND.1.6"
22373,"COND.1.6"
22374,"COND.1.6"
22386,"COND.2.1"
22387,"COND.1.6"
22391,"COND.2.1"
22392,"COND.2.1"
22405,"COND.1.6"
22408,"COND.1.5"
22417,"COND.2.1"
22418,"COND.2.2"
22431,"COND.1.6"
22442,"COND.1.6"
22446,"COND.1.6"
22447,"COND.1.6"
22451,"COND.1.6"
22452,"COND.1.6"
22472,"COND.1.6"
22476,"COND.2.2"
22482,"COND.1.1"
22489,"COND.1.6"
22499,"COND.1.6"
22511,"COND.1.6"
22514,"COND.2.1"
22524,"COND.1.6"
22534,"COND.1.1"
22538,"COND.2.2"
22539,"COND.1.6"
22547,"COND.1.6"
22550,"COND.1.6"
22553,"COND.2.1"
22556,"COND.1.6"
22560,"COND.1.6"
22569,"COND.1.6"
22572,"COND.1.6"
22575,"COND.1.6"
22580,"COND.1.6"
22583,"COND.1.6"
22586,"COND.1.1"
22589,"COND.1.6"
22594,"COND.1.6"
22595,"COND.1.6"
22597,"COND.1.6"
22598,"COND.1.6"
22609,"COND.1.6"
22610,"COND.1.6"
22620,"COND.1.6"
22621,"COND.1.6"
22622,"COND.1.6"
22626,"COND.1.6"
22636,"COND.1.6"
22639,"COND.1.6"
22645,"COND.2.1"
22647,"COND.2.1"
22656,"COND.1.6"
22657,"COND.1.3"
22674,"COND.2.1"
22676,"COND.1.1"
22680,"COND.1.6"
22687,"COND.2.2"
22701,"COND.1.6"
22712,"COND.1.6"
22719,"COND.1.2"
22731,"COND.1.6"
22733,"COND.1.6"
22736,"COND.1.6"
22744,"COND.1.6"
22763,"COND.1.6"
22764,"COND.2.1"
22765,"COND.1.6"
22766,"COND.1.6"
22778,"COND.1.6"
22785,"COND.2.1"
22786,"COND.1.6"
22788,"COND.1.6"
22794,"COND.1.6"
22801,"COND.1.6"
22808,"COND.1.6"
22811,"COND.1.6"
22813,"COND.1.6"
22816,"COND.1.6"
22827,"COND.1.6"
22829,"COND.1.6"
22832,"COND.1.1"
22834,"COND.1.6"
22836,"COND.1.6"
22841,"COND.2.1"
22844,"COND.1.6"
22846,"COND.2.1"
22847,"COND.1.6"
22850,"COND.1.6"
22866,"COND.1.6"
22870,"COND.2.1"
22874,"COND.1.6"
22875,"COND.1.6"
22881,"COND.1.5"
22885,"COND.1.5"
22896,"COND.1.6"
22897,"COND.2.2"
22914,"COND.1.6"
22924,"COND.1.6"
22931,"COND.1.6"
22932,"COND.1.6"
22937,"COND.1.6"
22938,"COND.1.6"
22943,"COND.1.6"
22950,"COND.1.6"
22952,"COND.1.2"
22953,"COND.1.6"
22958,"COND.1.6"
22959,"COND.1.6"
22961,"COND.1.6"
22965,"COND.1.6"
22975,"COND.1.6"
22985,"COND.1.6"
22989,"COND.1.6"
22996,"COND.1.6"
23000,"COND.2.1"
23001,"COND.1.6"
23005,"COND.1.6"
23008,"COND.1.5"
23017,"COND.1.6"
23022,"COND.1.6"
23023,"COND.1.6"
23028,"COND.1.6"
23030,"COND.1.6"
23031,"COND.1.6"
23033,"COND.1.6"
23038,"COND.1.6"
23039,"COND.1.5"
23043,"COND.1.6"
23046,"COND.1.2"
23047,"COND.2.2"
23050,"COND.1.5"
23051,"COND.1.6"
23055,"COND.1.6"
23057,"COND.2.1"
23066,"COND.2.1"
23067,"COND.1.6"
23074,"COND.1.6"
23076,"COND.1.6"
23083,"COND.1.6"
23101,"COND.1.6"
23103,"COND.1.1"
23107,"COND.1.6"
23114,"COND.1.6"
23120,"COND.1.6"
23125,"COND.1.6"
23128,"COND.1.6"
23129,"COND.1.6"
23131,"COND.1.6"
23134,"COND.1.6"
23136,"COND.1.6"
23137,"COND.1.6"
23142,"COND.2.2"
23143,"COND.1.6"
23149,"COND.1.6"
23154,"COND.1.6"
23157,"COND.1.6"
23159,"COND.1.6"
23163,"COND.1.6"
23169,"COND.1.6"
23171,"COND.1.6"
23172,"COND.1.6"
23174,"COND.1.5"
23179,"COND.1.6"
23185,"COND.1.6"
23190,"COND.1.6"
23200,"COND.1.6"
23210,"COND.1.5"
23211,"COND.1.6"
23219,"COND.1.5"
23221,"COND.1.4"
23229,"COND.1.6"
23231,"COND.1.5"
23235,"COND.1.6"
23238,"COND.1.6"
23240,"COND.1.6"
23241,"COND.1.6"
23242,"COND.1.6"
23243,"COND.1.6"
23244,"COND.2.2"
23246,"COND.1.6"
23248,"COND.2.1"
23254,"COND.1.6"
23264,"COND.1.6"
23267,"COND.1.6"
23272,"COND.1.6"
23275,"COND.2.2"
23282,"COND.1.5"
23283,"COND.1.6"
23286,"COND.1.6"
23294,"COND.1.6"
23298,"COND.1.6"
23299,"COND.1.2"
23300,"COND.1.6"
23302,"COND.1.6"
23307,"COND.1.6"
23312,"COND.1.6"
23313,"COND.1.6"
23327,"COND.1.6"
23328,"COND.1.6"
23344,"COND.1.6"
23364,"COND.1.6"
23365,"COND.2.1"
23372,"COND.1.6"
23376,"COND.1.6"
23377,"COND.1.6"
23378,"COND.1.5"
23379,"COND.1.5"
23380,"COND.1.6"
23384,"COND.2.1"
23388,"COND.1.6"
23391,"COND.1.6"
23394,"COND.1.6"
23396,"COND.1.6"
23397,"COND.1.5"
23401,"COND.1.6"
23402,"COND.1.6"
23403,"COND.1.6"
23410,"COND.1.6"
23411,"COND.1.6"
23414,"COND.2.2"
23420,"COND.1.6"
23432,"COND.1.6"
23434,"COND.1.6"
23440,"COND.1.1"
23443,"COND.1.5"
23444,"COND.1.6"
23451,"COND.1.6"
23452,"COND.1.6"
23458,"COND.1.6"
23460,"COND.1.6"
23467,"COND.1.6"
23468,"COND.1.6"
23469,"COND.1.6"
23473,"COND.1.6"
23476,"COND.1.6"
23485,"COND.1.6"
23486,"COND.1.6"
23488,"COND.1.6"
23490,"COND.1.6"
23496,"COND.1.6"
23503,"COND.1.6"
23507,"COND.1.6"
23511,"COND.1.6"
23513,"COND.1.6"
23516,"COND.1.6"
23519,"COND.1.6"
23520,"COND.1.6"
23524,"COND.1.5"
23525,"COND.1.6"
23531,"COND.1.6"
23534,"COND.1.6"
23535,"COND.1.6"
23539,"COND.1.1"
23542,"COND.1.6"
23544,"COND.1.6"
23549,"COND.1.6"
23552,"COND.1.1"
23555,"COND.1.6"
23558,"COND.1.6"
23559,"COND.1.6"
23560,"COND.1.6"
23563,"COND.1.6"
23565,"COND.1.6"
23571,"COND.1.6"
23572,"COND.1.6"
23577,"COND.1.6"
23579,"COND.1.6"
23580,"COND.1.6"
23581,"COND.1.6"
23583,"COND.1.6"
23587,"COND.2.2"
23588,"COND.1.6"
23589,"COND.1.6"
23600,"COND.1.6"
23601,"COND.1.6"
23602,"COND.1.6"
23603,"COND.2.2"
23605,"COND.1.6"
23608,"COND.1.5"
23609,"COND.2.2"
23610,"COND.1.6"
23616,"COND.1.6"
23617,"COND.1.6"
23618,"COND.2.1"
23619,"COND.1.6"
23626,"COND.1.6"
23631,"COND.1.6"
23632,"COND.1.6"
23634,"COND.1.6"
23643,"COND.1.6"
23644,"COND.1.6"
23645,"COND.1.6"
23651,"COND.1.6"
23653,"COND.1.6"
23655,"COND.1.6"
23657,"COND.2.1"
23666,"COND.1.6"
23669,"COND.1.6"
23671,"COND.1.6"
23676,"COND.2.2"
23679,"COND.1.6"
23681,"COND.1.6"
23684,"COND.1.5"
23686,"COND.1.6"
23693,"COND.1.6"
23695,"COND.1.6"
23700,"COND.1.6"
23708,"COND.1.6"
23711,"COND.1.6"
23715,"COND.1.6"
23717,"COND.1.6"
23722,"COND.2.1"
23724,"COND.1.6"
23742,"COND.1.6"
23746,"COND.1.6"
23749,"COND.1.6"
23751,"COND.1.6"
23754,"COND.1.6"
23755,"COND.1.5"
23756,"COND.1.6"
23759,"COND.1.2"
23764,"COND.2.2"
23766,"COND.1.6"
23768,"COND.1.6"
23771,"COND.1.6"
23776,"COND.1.6"
23779,"COND.2.1"
23780,"COND.1.6"
23784,"COND.1.6"
23787,"COND.1.6"
23788,"COND.1.6"
23789,"COND.1.6"
23792,"COND.1.6"
23797,"COND.1.6"
23799,"COND.1.5"
23802,"COND.1.6"
23804,"COND.1.6"
23807,"COND.1.6"
23817,"COND.1.5"
23819,"COND.1.6"
23822,"COND.1.5"
23832,"COND.2.1"
23834,"COND.1.6"
23838,"COND.1.6"
23840,"COND.1.6"
23847,"COND.1.6"
23849,"COND.1.6"
23851,"COND.1.6"
23858,"COND.2.2"
23860,"COND.1.6"
23866,"COND.1.5"
23867,"COND.1.6"
23876,"COND.1.6"
23878,"COND.1.6"
23879,"COND.1.6"
23885,"COND.1.6"
23886,"COND.1.6"
23888,"COND.2.1"
23890,"COND.1.6"
23892,"COND.2.1"
23896,"COND.1.6"
23897,"COND.1.6"
23898,"COND.1.6"
23899,"COND.1.6"
23904,"COND.1.6"
23909,"COND.1.6"
23910,"COND.2.2"
23911,"COND.1.6"
23912,"COND.1.6"
23916,"COND.1.6"
23918,"COND.1.5"
23926,"COND.1.6"
23928,"COND.1.6"
23934,"COND.1.6"
23937,"COND.1.6"
23946,"COND.2.1"
