"Id","insee_code","is_student","OCCUPATION_42","ACTIVITY_TYPE","AGE_2019","household","Highest_degree","sex","target"
13166,"17443",FALSE,"csp_7_5","TYPE2|1",89,"TYPMR4-4","edu.1.1","Male","G"
13168,"17444",TRUE,"csp_8_4","TYPE2|2",22,"TYPMR4-1","edu.1.6","Male","B"
13170,"17444",FALSE,"csp_8_5","TYPE2|5",55,"TYPMR1-2","edu.2","Female","G"
13173,"17446",FALSE,"csp_3_7","TYPE1|1",44,"TYPMR4-1","edu.1.6","Male","G"
13174,"17447",FALSE,"csp_7_7","TYPE2|1",69,"TYPMR4-4","edu.1.3","Female","G"
13177,"17449",TRUE,"csp_8_4","TYPE2|2",20,"TYPMR4-1","edu.1.4","Male","B"
13183,"17449",FALSE,"csp_7_5","TYPE2|1",67,"TYPMR4-4","edu.1.4","Male","G"
13185,"17449",FALSE,"csp_4_7","TYPE1|1",55,"TYPMR4-1","edu.1.5","Male","G"
13187,"17449",TRUE,"csp_6_3","TYPE1|1",46,"TYPMR1-1","edu.3","Male","G"
13188,"17449",FALSE,"csp_5_5","TYPE1|1",62,"TYPMR1-1","edu.1.4","Male","G"
13189,"17450",FALSE,"csp_7_4","TYPE2|1",70,"TYPMR4-3","edu.1.7","Male","B"
13190,"17451",FALSE,"csp_4_3","TYPE1|1",59,"TYPMR1-2","edu.1.6","Female","G"
13191,"17451",FALSE,"csp_7_7","TYPE2|1",71,"TYPMR1-1","edu.1.7","Male","G"
13193,"17452",FALSE,"csp_7_8","TYPE2|1",73,"TYPMR4-4","edu.1.2","Female","B"
13194,"17452",FALSE,"csp_4_8","TYPE1|2",40,"TYPMR1-1","edu.1.6","Male","G"
13197,"17452",FALSE,"csp_7_7","TYPE2|1",39,"TYPMR4-2","edu.1.6","Female","G"
13198,"17453",FALSE,"csp_7_5","TYPE2|1",73,"TYPMR4-4","edu.1.4","Male","G"
13199,"17453",FALSE,"csp_6_9","TYPE1|1",54,"TYPMR4-2","edu.1.3","Male","G"
13200,"17453",FALSE,"csp_6_7","TYPE1|2",45,"TYPMR4-3","edu.1.6","Male","B"
13201,"17454",FALSE,"csp_7_8","TYPE2|1",68,"TYPMR3-2","edu.1.3","Male","G"
13203,"17457",FALSE,"csp_4_2","TYPE1|1",43,"TYPMR1-1","edu.1.6","Male","B"
13204,"17460",TRUE,"csp_8_4","TYPE2|2",18,"TYPMR3-2","edu.1.2","Female","B"
13207,"17461",FALSE,"csp_7_8","TYPE2|1",75,"TYPMR4-4","edu.1.3","Female","G"
13208,"17461",FALSE,"csp_7_5","TYPE2|1",67,"TYPMR1-2","edu.1.3","Female","G"
13209,"17461",FALSE,"csp_7_7","TYPE2|1",85,"TYPMR4-1","edu.1.7","Female","B"
13210,"17461",FALSE,"csp_6_8","TYPE1|1",38,"TYPMR4-1","edu.1.3","Male","G"
13214,"17462",FALSE,"csp_1_1","TYPE1|1",36,"TYPMR3-2","edu.1.3","Female","G"
13215,"17463",FALSE,"csp_7_2","TYPE2|1",88,"TYPMR4-1","edu.1","Female","B"
13219,"17466",FALSE,"csp_7_7","TYPE2|1",87,"TYPMR1-2","edu.1.2","Female","G"
13224,"17474",TRUE,"csp_5_5","TYPE1|1",20,"TYPMR1-1","edu.1.4","Male","B"
13226,"17480",FALSE,"csp_7_5","TYPE2|1",81,"TYPMR1-2","edu.1.7","Female","G"
13228,"17480",FALSE,"csp_5_4","TYPE1|1",50,"TYPMR1-1","edu.1.7","Male","G"
13231,"17482",FALSE,"csp_2_1","TYPE1|1",45,"TYPMR4-1","edu.1.7","Female","G"
13235,"17484",FALSE,"csp_2_2","TYPE1|1",49,"TYPMR4-1","edu.1.7","Female","G"
13236,"17484",FALSE,"csp_5_5","TYPE1|1",31,"TYPMR4-1","edu.1.3","Female","G"
13237,"17484",FALSE,"csp_7_2","TYPE2|1",79,"TYPMR4-4","edu.1.3","Female","G"
13239,"17485",FALSE,"csp_8_5","TYPE2|5",58,"TYPMR4-4","edu.1.6","Female","G"
13245,"18004",FALSE,"csp_6_7","TYPE1|2",22,"TYPMR4-1","edu.1.2","Male","G"
13247,"18004",FALSE,"csp_8_5","TYPE2|5",62,"TYPMR4-1","edu.2","Female","B"
13249,"18011",FALSE,"csp_7_7","TYPE2|1",80,"TYPMR1-2","edu.1.2","Female","B"
13250,"18011",FALSE,"csp_5_2","TYPE1|1",45,"TYPMR3-2","edu.1.6","Female","G"
13254,"18015",FALSE,"csp_3_1","TYPE1|1",32,"TYPMR4-1","edu.1.6","Female","G"
13255,"18015",FALSE,"csp_4_3","TYPE1|1",27,"TYPMR4-1","edu.1.7","Female","G"
13257,"18015",FALSE,"csp_5_5","TYPE1|1",59,"TYPMR4-3","edu.1.4","Female","G"
13258,"18017",FALSE,"csp_6_8","TYPE1|1",57,"TYPMR4-1","edu.1.3","Male","G"
13259,"18017",FALSE,"csp_6_9","TYPE1|2",52,"TYPMR4-2","edu.3","Female","G"
13260,"18018",FALSE,"csp_7_8","TYPE2|1",63,"TYPMR4-4","edu.1.3","Male","G"
13262,"18020",FALSE,"csp_4_6","TYPE1|1",29,"TYPMR1-1","edu.1.3","Male","G"
13263,"18023",FALSE,"csp_6_7","TYPE1|1",57,"TYPMR4-1","edu.2","Male","G"
13265,"18023",FALSE,"csp_4_7","TYPE1|1",23,"TYPMR4-4","edu.1.4","Male","G"
13267,"18023",FALSE,"csp_8_5","TYPE2|2",15,"TYPMR4-2","edu.3","Male","G"
13270,"18027",FALSE,"csp_4_6","TYPE1|1",30,"TYPMR4-1","edu.1.5","Female","B"
13272,"18029",FALSE,"csp_3_5","TYPE1|1",57,"TYPMR4-2","edu.1.4","Male","G"
13274,"18030",FALSE,"csp_7_7","TYPE2|1",93,"TYPMR1-2","edu.1.1","Female","G"
13276,"18030",FALSE,"csp_7_7","TYPE2|1",63,"TYPMR4-3","edu.1.3","Male","B"
13279,"18032",FALSE,"csp_8_5","TYPE2|4",56,"TYPMR4-2","edu.1.8","Female","B"
13282,"18032",FALSE,"csp_4_2","TYPE1|1",32,"TYPMR3-2","edu.1.8","Female","G"
13283,"18033",FALSE,"csp_3_4","TYPE1|1",43,"TYPMR1-2","edu.1.8","Female","G"
13284,"18033",FALSE,"csp_6_2","TYPE1|1",58,"TYPMR4-1","edu.1.3","Male","G"
13287,"18033",FALSE,"csp_1_3","TYPE1|1",34,"TYPMR4-1","edu.1.5","Male","B"
13288,"18033",FALSE,"csp_7_8","TYPE2|1",72,"TYPMR4-4","edu.2","Female","B"
13291,"18033",FALSE,"csp_3_5","TYPE1|1",56,"TYPMR4-2","edu.1.7","Male","B"
13292,"18033",FALSE,"csp_5_2","TYPE1|1",42,"TYPMR1-2","edu.1.8","Female","G"
13293,"18033",FALSE,"csp_7_8","TYPE2|1",64,"TYPMR4-4","edu.1.3","Female","B"
13295,"18033",FALSE,"csp_8_6","TYPE2|5",64,"TYPMR4-4","edu.1","Female","B"
13297,"18033",FALSE,"csp_8_5","TYPE2|5",54,"TYPMR1-2","edu.1","Female","B"
13298,"18033",FALSE,"csp_7_8","TYPE2|1",70,"TYPMR4-4","edu.1.3","Female","B"
13299,"18033",FALSE,"csp_6_2","TYPE1|1",58,"TYPMR4-1","edu.1.3","Male","B"
13300,"18033",FALSE,"csp_7_7","TYPE2|1",75,"TYPMR4-4","edu.1.3","Female","B"
13301,"18033",FALSE,"csp_7_8","TYPE2|1",72,"TYPMR4-4","edu.2","Female","B"
13302,"18033",FALSE,"csp_7_5","TYPE2|1",81,"TYPMR4-4","edu.1.2","Male","B"
13303,"18033",FALSE,"csp_7_7","TYPE2|1",69,"TYPMR1-1","edu.1.1","Male","B"
13304,"18033",FALSE,"csp_7_8","TYPE2|1",70,"TYPMR4-4","edu.2","Female","B"
13305,"18033",FALSE,"csp_7_8","TYPE2|1",85,"TYPMR4-4","edu.1.1","Male","B"
13306,"18033",FALSE,"csp_3_4","TYPE1|1",37,"TYPMR4-1","edu.1.8","Female","B"
13307,"18033",FALSE,"csp_7_7","TYPE2|1",83,"TYPMR4-4","edu.1.1","Male","B"
13308,"18033",FALSE,"csp_7_8","TYPE2|1",88,"TYPMR3-2","edu.2","Female","B"
13309,"18033",FALSE,"csp_5_6","TYPE1|1",22,"TYPMR4-4","edu.1.4","Female","B"
13310,"18033",FALSE,"csp_4_3","TYPE1|1",28,"TYPMR1-2","edu.1.8","Female","B"
13312,"18033",FALSE,"csp_7_7","TYPE2|1",86,"TYPMR1-2","edu.2","Female","B"
13314,"18033",FALSE,"csp_1_1","TYPE1|1",49,"TYPMR4-1","edu.1.3","Male","G"
13315,"18033",FALSE,"csp_7_8","TYPE2|1",80,"TYPMR1-2","edu.1.3","Female","B"
13321,"18033",TRUE,"csp_5_4","TYPE1|1",20,"TYPMR4-1","edu.1.4","Male","G"
13323,"18033",FALSE,"csp_5_4","TYPE1|1",51,"TYPMR4-1","edu.1.6","Female","B"
13327,"18033",FALSE,"csp_4_6","TYPE1|1",52,"TYPMR1-1","edu.1.2","Male","B"
13328,"18033",FALSE,"csp_3_7","TYPE1|1",53,"TYPMR4-1","edu.1.8","Female","B"
13329,"18033",FALSE,"csp_7_7","TYPE2|1",86,"TYPMR1-2","edu.3","Female","B"
13330,"18033",FALSE,"csp_6_2","TYPE1|2",53,"TYPMR4-2","edu.1.3","Male","G"
13332,"18033",FALSE,"csp_6_8","TYPE1|1",52,"TYPMR3-1","edu.2","Male","B"
13334,"18033",FALSE,"csp_5_6","TYPE1|1",64,"TYPMR1-2","edu.3","Female","G"
13335,"18033",FALSE,"csp_5_2","TYPE1|1",45,"TYPMR3-2","edu.1.6","Female","G"
13339,"18033",FALSE,"csp_8_6","TYPE2|4",62,"TYPMR4-2","edu.1.7","Female","B"
13340,"18033",FALSE,"csp_8_6","TYPE2|5",67,"TYPMR3-2","edu.1.3","Male","G"
13341,"18033",FALSE,"csp_7_5","TYPE2|1",73,"TYPMR4-4","edu.1.3","Male","B"
13343,"18033",FALSE,"csp_5_2","TYPE1|1",62,"TYPMR4-3","edu.1.3","Female","B"
13344,"18033",FALSE,"csp_8_5","TYPE2|5",53,"TYPMR4-2","edu.3","Female","B"
13346,"18033",TRUE,"csp_8_4","TYPE2|2",21,"TYPMR4-1","edu.1.3","Female","B"
13347,"18033",FALSE,"csp_1_1","TYPE1|1",37,"TYPMR4-4","edu.3","Male","G"
13349,"18033",FALSE,"csp_4_6","TYPE1|1",28,"TYPMR2-0","edu.1.8","Male","B"
13352,"18033",FALSE,"csp_3_7","TYPE1|1",55,"TYPMR4-1","edu.1.8","Male","B"
13355,"18033",FALSE,"csp_3_1","TYPE1|1",51,"TYPMR4-1","edu.1.8","Male","G"
13357,"18033",FALSE,"csp_4_7","TYPE1|1",36,"TYPMR4-1","edu.1.5","Female","B"
13358,"18033",FALSE,"csp_4_3","TYPE1|1",50,"TYPMR4-1","edu.1.6","Female","B"
13359,"18033",FALSE,"csp_4_2","TYPE1|1",41,"TYPMR4-1","edu.1.7","Female","B"
13361,"18033",FALSE,"csp_7_7","TYPE2|1",95,"TYPMR4-1","edu.1.1","Female","B"
13365,"18033",FALSE,"csp_8_6","TYPE2|5",76,"TYPMR1-2","edu.2","Female","B"
13369,"18033",FALSE,"csp_3_7","TYPE1|1",35,"TYPMR4-3","edu.1.8","Female","B"
13370,"18033",FALSE,"csp_3_3","TYPE1|1",36,"TYPMR4-1","edu.1.8","Female","B"
13371,"18033",FALSE,"csp_8_5","TYPE2|5",39,"TYPMR4-4","edu.2","Male","B"
13374,"18033",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR4-2","edu.1.2","Male","B"
13378,"18037",FALSE,"csp_6_2","TYPE1|1",35,"TYPMR4-1","edu.1.5","Male","B"
13382,"18047",FALSE,"csp_7_8","TYPE2|1",75,"TYPMR4-4","edu.3","Male","B"
13384,"18050",FALSE,"csp_3_8","TYPE1|2",44,"TYPMR4-3","edu.1.8","Male","B"
13387,"18057",FALSE,"csp_6_4","TYPE1|1",32,"TYPMR4-1","edu.1.3","Male","G"
13388,"18057",FALSE,"csp_5_4","TYPE1|1",65,"TYPMR4-3","edu.1.3","Female","G"
13391,"18058",FALSE,"csp_6_7","TYPE1|1",68,"TYPMR1-2","edu.1.5","Female","B"
13394,"18059",FALSE,"csp_6_5","TYPE1|2",40,"TYPMR4-4","edu.3","Male","B"
13397,"18066",FALSE,"csp_6_2","TYPE1|2",50,"TYPMR4-2","edu.3","Female","G"
13398,"18066",FALSE,"csp_7_8","TYPE2|1",77,"TYPMR1-1","edu.1.1","Male","B"
13400,"18069",FALSE,"csp_7_2","TYPE2|1",81,"TYPMR1-2","edu.1.1","Female","G"
13401,"18069",FALSE,"csp_5_3","TYPE1|1",49,"TYPMR4-1","edu.1.5","Male","G"
13405,"18075",FALSE,"csp_6_8","TYPE1|1",54,"TYPMR3-2","edu.1.3","Male","G"
13408,"18075",FALSE,"csp_5_4","TYPE1|1",56,"TYPMR1-2","edu.1.3","Female","G"
13409,"18077",FALSE,"csp_7_1","TYPE2|1",87,"TYPMR4-4","edu.2","Male","B"
13420,"18087",FALSE,"csp_4_6","TYPE1|1",48,"TYPMR4-1","edu.1.3","Male","G"
13421,"18087",FALSE,"csp_4_3","TYPE1|1",45,"TYPMR3-2","edu.1.5","Female","B"
13423,"18091",FALSE,"csp_5_6","TYPE1|1",35,"TYPMR4-1","edu.1.5","Female","G"
13424,"18092",FALSE,"csp_3_1","TYPE1|1",40,"TYPMR3-1","edu.1.5","Male","B"
13425,"18096",FALSE,"csp_4_2","TYPE1|1",37,"TYPMR2-0","edu.1.7","Female","G"
13426,"18097",FALSE,"csp_6_2","TYPE1|1",58,"TYPMR4-1","edu.1.3","Male","G"
13427,"18097",FALSE,"csp_4_7","TYPE1|1",40,"TYPMR4-1","edu.1.8","Male","G"
13429,"18098",FALSE,"csp_5_6","TYPE1|1",60,"TYPMR1-2","edu.1.2","Female","G"
13430,"18099",FALSE,"csp_4_7","TYPE1|1",34,"TYPMR3-2","edu.1.5","Female","B"
13431,"18103",FALSE,"csp_2_2","TYPE1|1",45,"TYPMR4-1","edu.1.4","Male","G"
13432,"18108",FALSE,"csp_4_6","TYPE1|1",31,"TYPMR2-0","edu.1.6","Male","B"
13433,"18108",FALSE,"csp_5_2","TYPE1|1",50,"TYPMR4-1","edu.1.7","Female","B"
13435,"18108",FALSE,"csp_3_1","TYPE1|1",34,"TYPMR4-1","edu.1.8","Female","G"
13436,"18108",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR3-2","edu.3","Male","B"
13439,"18109",TRUE,"csp_8_4","TYPE2|2",25,"TYPMR4-1","edu.1.4","Male","B"
13441,"18109",FALSE,"csp_6_2","TYPE1|1",18,"TYPMR4-1","edu.3","Male","B"
13442,"18109",FALSE,"csp_6_3","TYPE1|2",55,"TYPMR2-0","edu.3","Male","G"
13443,"18110",FALSE,"csp_8_5","TYPE2|4",29,"TYPMR4-2","edu.1.3","Female","B"
13444,"18110",TRUE,"csp_4_6","TYPE1|1",25,"TYPMR4-1","edu.1.6","Female","B"
13445,"18112",FALSE,"csp_6_5","TYPE1|1",54,"TYPMR4-1","edu.1.4","Male","G"
13447,"18114",FALSE,"csp_8_5","TYPE2|5",56,"TYPMR4-3","edu.1.3","Male","B"
13452,"18118",FALSE,"csp_7_8","TYPE2|1",65,"TYPMR3-2","edu.1.3","Male","G"
13453,"18118",FALSE,"csp_7_8","TYPE2|1",77,"TYPMR4-4","edu.1.3","Male","B"
13454,"18118",FALSE,"csp_3_4","TYPE1|1",40,"TYPMR4-1","edu.1.7","Female","G"
13456,"18120",FALSE,"csp_7_8","TYPE2|1",64,"TYPMR4-4","edu.1.3","Female","B"
13459,"18125",TRUE,"csp_8_4","TYPE2|2",22,"TYPMR3-2","edu.1.3","Female","B"
13460,"18125",FALSE,"csp_7_4","TYPE2|1",74,"TYPMR4-4","edu.1.3","Male","B"
13462,"18125",FALSE,"csp_3_8","TYPE1|1",35,"TYPMR1-1","edu.1.8","Male","B"
13463,"18126",FALSE,"csp_7_2","TYPE2|1",90,"TYPMR1-2","edu.2","Female","G"
13465,"18130",FALSE,"csp_7_7","TYPE2|1",75,"TYPMR4-4","edu.1.3","Female","B"
13468,"18135",FALSE,"csp_7_7","TYPE2|1",82,"TYPMR4-3","edu.1.4","Male","B"
13470,"18138",FALSE,"csp_4_6","TYPE1|1",46,"TYPMR4-1","edu.1.6","Female","B"
13472,"18138",FALSE,"csp_6_3","TYPE1|1",58,"TYPMR4-1","edu.1.3","Male","G"
13476,"18140",FALSE,"csp_3_7","TYPE1|1",39,"TYPMR4-1","edu.1.6","Male","B"
13478,"18141",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR4-1","edu.1.4","Female","B"
13479,"18141",FALSE,"csp_7_8","TYPE2|1",74,"TYPMR2-0","edu.1.1","Male","B"
13480,"18141",FALSE,"csp_6_3","TYPE1|1",51,"TYPMR4-1","edu.1.3","Male","G"
13481,"18141",FALSE,"csp_6_4","TYPE1|1",42,"TYPMR1-1","edu.1.3","Male","B"
13483,"18141",FALSE,"csp_7_2","TYPE2|1",70,"TYPMR1-1","edu.2","Male","B"
13484,"18141",FALSE,"csp_6_5","TYPE1|1",42,"TYPMR4-1","edu.1.3","Male","B"
13485,"18141",FALSE,"csp_4_6","TYPE1|1",34,"TYPMR4-1","edu.1.7","Female","B"
13489,"18141",FALSE,"csp_7_7","TYPE2|1",64,"TYPMR4-4","edu.1.1","Female","B"
13493,"18141",FALSE,"csp_7_8","TYPE2|1",68,"TYPMR1-1","edu.1.5","Male","B"
13494,"18141",FALSE,"csp_5_6","TYPE1|1",29,"TYPMR4-1","edu.1.5","Female","G"
13495,"18142",FALSE,"csp_7_8","TYPE2|1",77,"TYPMR4-4","edu.2","Female","B"
13506,"18148",FALSE,"csp_8_5","TYPE2|5",54,"TYPMR1-2","edu.1","Female","G"
13507,"18148",FALSE,"csp_5_6","TYPE1|1",64,"TYPMR4-3","edu.1.2","Female","G"
13510,"18149",FALSE,"csp_5_6","TYPE1|1",59,"TYPMR4-1","edu.3","Female","G"
13511,"18149",FALSE,"csp_7_8","TYPE2|1",89,"TYPMR4-4","edu.1.3","Male","B"
13514,"18151",FALSE,"csp_6_7","TYPE1|1",30,"TYPMR4-1","edu.3","Male","G"
13516,"18155",FALSE,"csp_7_1","TYPE2|1",85,"TYPMR4-4","edu.1.1","Male","B"
13517,"18155",FALSE,"csp_8_5","TYPE2|5",37,"TYPMR4-2","edu.1.6","Female","G"
13518,"18158",FALSE,"csp_7_8","TYPE2|1",83,"TYPMR2-0","edu.1.1","Female","B"
13519,"18158",FALSE,"csp_6_3","TYPE1|1",42,"TYPMR4-1","edu.1.3","Male","G"
13522,"18159",FALSE,"csp_6_2","TYPE1|1",44,"TYPMR3-2","edu.1.5","Female","G"
13523,"18160",FALSE,"csp_5_6","TYPE1|2",51,"TYPMR3-2","edu.2","Female","G"
13526,"18160",FALSE,"csp_7_8","TYPE2|1",77,"TYPMR4-4","edu.1.3","Male","B"
13527,"18160",FALSE,"csp_7_2","TYPE2|1",61,"TYPMR1-2","edu.3","Female","G"
13531,"18166",FALSE,"csp_8_5","TYPE2|5",52,"TYPMR4-2","edu.1.7","Male","G"
13534,"18172",FALSE,"csp_4_3","TYPE1|2",43,"TYPMR4-2","edu.1.8","Female","B"
13535,"18172",FALSE,"csp_7_2","TYPE2|1",73,"TYPMR4-4","edu.1.4","Female","B"
13537,"18173",FALSE,"csp_6_8","TYPE1|1",51,"TYPMR4-1","edu.3","Female","B"
13539,"18173",TRUE,"csp_8_4","TYPE2|2",18,"TYPMR1-1","edu.1.2","Male","B"
13540,"18173",FALSE,"csp_6_4","TYPE1|1",70,"TYPMR1-1","edu.1.6","Male","G"
13541,"18175",FALSE,"csp_6_2","TYPE1|2",47,"TYPMR3-2","edu.1.3","Female","G"
13543,"18180",FALSE,"csp_4_3","TYPE1|1",47,"TYPMR4-1","edu.1.6","Female","G"
13544,"18180",FALSE,"csp_3_8","TYPE1|1",34,"TYPMR4-1","edu.1.8","Male","G"
13545,"18180",FALSE,"csp_4_7","TYPE1|1",52,"TYPMR4-1","edu.1.8","Male","G"
13549,"18185",FALSE,"csp_6_3","TYPE1|1",25,"TYPMR4-1","edu.1.6","Male","G"
13552,"18190",FALSE,"csp_5_5","TYPE1|1",41,"TYPMR4-1","edu.1.5","Female","G"
13554,"18193",FALSE,"csp_4_6","TYPE1|2",60,"TYPMR1-1","edu.1.3","Male","G"
13555,"18193",FALSE,"csp_7_2","TYPE2|1",83,"TYPMR4-4","edu.1.1","Female","B"
13558,"18197",FALSE,"csp_4_8","TYPE1|1",41,"TYPMR4-1","edu.1.6","Male","G"
13561,"18197",FALSE,"csp_6_2","TYPE1|1",35,"TYPMR4-1","edu.1.5","Male","B"
13562,"18197",FALSE,"csp_4_3","TYPE1|1",48,"TYPMR3-2","edu.1.6","Female","B"
13563,"18197",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR4-1","edu.1.4","Female","B"
13566,"18197",FALSE,"csp_4_7","TYPE1|1",52,"TYPMR4-1","edu.1.3","Male","G"
13567,"18197",FALSE,"csp_8_5","TYPE2|5",54,"TYPMR4-3","edu.2","Male","B"
13569,"18197",FALSE,"csp_8_5","TYPE2|5",44,"TYPMR3-1","edu.2","Male","B"
13571,"18197",FALSE,"csp_5_5","TYPE1|2",43,"TYPMR1-2","edu.1.6","Female","G"
13574,"18201",TRUE,"csp_8_4","TYPE2|2",19,"TYPMR3-1","edu.1.2","Female","B"
13581,"18205",FALSE,"csp_7_5","TYPE2|1",63,"TYPMR1-1","edu.1.5","Male","B"
13582,"18205",FALSE,"csp_7_7","TYPE2|1",63,"TYPMR4-4","edu.1.2","Female","B"
13585,"18206",FALSE,"csp_5_2","TYPE1|1",60,"TYPMR4-1","edu.1.2","Male","G"
13589,"18207",FALSE,"csp_5_2","TYPE1|1",32,"TYPMR4-3","edu.1.4","Female","B"
13590,"18207",FALSE,"csp_5_6","TYPE1|1",63,"TYPMR4-3","edu.1.5","Female","B"
13591,"18207",FALSE,"csp_7_5","TYPE2|1",84,"TYPMR4-2","edu.1.5","Female","B"
13592,"18207",FALSE,"csp_5_4","TYPE1|1",34,"TYPMR1-2","edu.1.7","Female","G"
13593,"18207",FALSE,"csp_6_8","TYPE1|1",35,"TYPMR4-2","edu.1.3","Male","G"
13595,"18207",FALSE,"csp_4_7","TYPE1|1",54,"TYPMR4-1","edu.1.6","Male","G"
13597,"18207",FALSE,"csp_5_2","TYPE1|1",46,"TYPMR4-1","edu.1.6","Female","G"
13598,"18207",TRUE,"csp_8_4","TYPE2|2",23,"TYPMR2-0","edu.1.4","Female","B"
13603,"18213",FALSE,"csp_5_6","TYPE1|2",47,"TYPMR3-2","edu.2","Female","G"
13604,"18213",FALSE,"csp_4_2","TYPE1|1",47,"TYPMR4-1","edu.1.7","Female","B"
13605,"18213",FALSE,"csp_3_3","TYPE1|1",38,"TYPMR4-1","edu.1.8","Female","G"
13606,"18213",FALSE,"csp_7_5","TYPE2|1",69,"TYPMR4-4","edu.1.2","Male","B"
13613,"18221",TRUE,"csp_8_5","TYPE2|2",15,"TYPMR4-4","edu.3","Female","B"
13616,"18223",TRUE,"csp_5_6","TYPE1|1",27,"TYPMR4-1","edu.1.5","Female","B"
13618,"18223",FALSE,"csp_5_2","TYPE1|1",59,"TYPMR3-2","edu.1.6","Female","G"
13619,"18224",FALSE,"csp_5_5","TYPE1|2",30,"TYPMR4-3","edu.2","Male","B"
13620,"18226",FALSE,"csp_5_6","TYPE1|2",30,"TYPMR1-2","edu.3","Female","G"
13622,"18229",FALSE,"csp_1_1","TYPE1|1",68,"TYPMR4-3","edu.1.1","Female","B"
13623,"18231",FALSE,"csp_4_8","TYPE1|1",32,"TYPMR4-1","edu.1.8","Male","G"
13624,"18233",FALSE,"csp_6_2","TYPE1|1",56,"TYPMR1-1","edu.1.3","Male","B"
13626,"18235",FALSE,"csp_8_5","TYPE2|5",33,"TYPMR4-1","edu.1.3","Male","G"
13628,"18241",TRUE,"csp_8_4","TYPE2|2",15,"TYPMR4-3","edu.1.2","Male","B"
13631,"18242",FALSE,"csp_5_4","TYPE1|2",51,"TYPMR3-2","edu.1.5","Female","G"
13632,"18242",FALSE,"csp_7_8","TYPE2|1",77,"TYPMR4-4","edu.1.3","Male","B"
13634,"18243",FALSE,"csp_5_6","TYPE1|2",54,"TYPMR3-2","edu.2","Female","G"
13635,"18243",FALSE,"csp_7_8","TYPE2|1",76,"TYPMR1-1","edu.1.1","Male","B"
13637,"18252",FALSE,"csp_6_7","TYPE1|1",59,"TYPMR4-1","edu.1.1","Male","B"
13640,"18255",FALSE,"csp_6_2","TYPE1|1",34,"TYPMR1-2","edu.1.3","Female","G"
13642,"18255",FALSE,"csp_7_5","TYPE2|1",71,"TYPMR1-1","edu.1.3","Male","B"
13643,"18255",TRUE,"csp_8_5","TYPE2|2",17,"TYPMR4-2","edu.3","Female","B"
13644,"18256",FALSE,"csp_4_5","TYPE1|1",37,"TYPMR4-1","edu.1.4","Female","G"
13647,"18258",FALSE,"csp_5_5","TYPE1|1",60,"TYPMR4-3","edu.1.2","Female","B"
13648,"18259",FALSE,"csp_5_3","TYPE1|1",49,"TYPMR4-1","edu.1.3","Male","G"
13649,"18259",FALSE,"csp_4_7","TYPE1|1",31,"TYPMR4-1","edu.1.7","Male","G"
13653,"18267",TRUE,"csp_4_6","TYPE1|1",43,"TYPMR4-1","edu.2","Female","G"
13654,"18267",FALSE,"csp_6_9","TYPE1|1",31,"TYPMR1-1","edu.1.3","Male","G"
13655,"18267",FALSE,"csp_8_5","TYPE2|4",33,"TYPMR4-2","edu.1.5","Female","B"
13657,"18269",FALSE,"csp_7_7","TYPE2|1",86,"TYPMR4-4","edu.2","Male","B"
13658,"18269",FALSE,"csp_6_8","TYPE1|2",38,"TYPMR4-3","edu.1.3","Male","B"
13659,"18269",FALSE,"csp_7_7","TYPE2|1",60,"TYPMR1-2","edu.1.3","Female","G"
13661,"18269",FALSE,"csp_4_6","TYPE1|1",34,"TYPMR4-1","edu.1.7","Female","G"
13663,"18270",FALSE,"csp_5_4","TYPE1|1",54,"TYPMR4-1","edu.1.3","Female","B"
13665,"18275",FALSE,"csp_7_8","TYPE2|1",79,"TYPMR1-2","edu.1.3","Female","G"
13667,"18279",FALSE,"csp_2_2","TYPE1|1",55,"TYPMR4-1","edu.3","Female","G"
13670,"18279",FALSE,"csp_4_3","TYPE1|1",55,"TYPMR1-1","edu.1.7","Male","B"
13671,"18279",FALSE,"csp_8_1","TYPE1|2",20,"TYPMR4-4","edu.3","Male","G"
13672,"18279",FALSE,"csp_6_2","TYPE1|1",50,"TYPMR1-1","edu.1.3","Male","B"
13674,"18279",FALSE,"csp_6_3","TYPE1|1",42,"TYPMR4-1","edu.1.3","Male","B"
13677,"18279",FALSE,"csp_5_2","TYPE1|2",30,"TYPMR3-2","edu.1.2","Female","G"
13678,"18279",TRUE,"csp_8_4","TYPE2|2",17,"TYPMR4-3","edu.1.2","Male","B"
13681,"18279",FALSE,"csp_6_3","TYPE1|1",42,"TYPMR4-1","edu.1.5","Male","G"
13682,"18279",FALSE,"csp_6_8","TYPE1|1",37,"TYPMR4-1","edu.1.3","Male","G"
13683,"18279",FALSE,"csp_3_7","TYPE1|1",32,"TYPMR4-1","edu.1.8","Male","B"
13684,"18279",FALSE,"csp_5_4","TYPE1|1",26,"TYPMR4-1","edu.1.6","Female","G"
13690,"18279",FALSE,"csp_7_2","TYPE2|1",99,"TYPMR4-1","edu.1.1","Female","B"
13691,"18279",FALSE,"csp_4_3","TYPE1|1",30,"TYPMR4-1","edu.1.5","Male","B"
