"Id","Club"
22347,"fede.129"
22349,"fede.102"
22350,"fede.102"
22351,"fede.110"
22353,"fede.110"
22354,"fede.102"
22360,"fede.102"
22361,"fede.110"
22362,"fede.110"
22365,"fede.110"
22366,"fede.102"
22367,"fede.129"
22368,"fede.102"
22369,"fede.129"
22371,"fede.102"
22372,"fede.129"
22373,"fede.102"
22374,"fede.112"
22377,"fede.129"
22378,"fede.102"
22379,"fede.129"
22380,"fede.105"
22381,"fede.102"
22384,"fede.105"
22385,"fede.102"
22386,"fede.110"
22387,"fede.102"
22389,"fede.112"
22391,"fede.129"
22392,"fede.110"
22393,"fede.112"
22395,"fede.112"
22399,"fede.129"
22405,"fede.107"
22406,"fede.105"
22408,"fede.102"
22415,"fede.102"
22417,"fede.110"
22418,"fede.137"
22419,"fede.105"
22420,"fede.105"
22422,"fede.129"
22429,"fede.107"
22430,"fede.102"
22431,"fede.102"
22434,"fede.129"
22441,"fede.102"
22442,"fede.137"
22443,"fede.129"
22445,"fede.112"
22446,"fede.137"
22447,"fede.112"
22451,"fede.137"
22452,"fede.102"
22457,"fede.111"
22468,"fede.105"
22469,"fede.108"
22488,"fede.402"
22492,"fede.237"
22507,"fede.109"
22538,"fede.402"
22553,"fede.242"
22570,"fede.209"
22580,"fede.123"
22586,"fede.601"
22609,"fede.103"
22610,"fede.103"
22617,"fede.109"
22620,"fede.102"
22621,"fede.122"
22622,"fede.103"
22623,"fede.102"
22626,"fede.103"
22636,"fede.402"
22645,"fede.413"
22654,"fede.402"
22655,"fede.111"
22657,"fede.402"
22698,"fede.215"
22712,"fede.245"
22719,"fede.101"
22724,"fede.242"
22728,"fede.134"
22736,"fede.402"
22762,"fede.403"
22780,"fede.105"
22782,"fede.209"
22794,"fede.402"
22800,"fede.121"
22801,"fede.103"
22802,"fede.123"
22804,"fede.103"
22808,"fede.107"
22811,"fede.121"
22813,"fede.107"
22816,"fede.101"
22819,"fede.103"
22842,"fede.109"
22844,"fede.133"
22847,"fede.111"
22848,"fede.206"
22850,"fede.108"
22854,"fede.103"
22855,"fede.218"
22856,"fede.218"
22857,"fede.102"
22864,"fede.218"
22866,"fede.108"
22869,"fede.123"
22870,"fede.108"
22879,"fede.403"
22885,"fede.136"
22896,"fede.132"
22897,"fede.106"
22914,"fede.420"
22928,"fede.111"
22943,"fede.102"
22953,"fede.102"
22959,"fede.605"
22963,"fede.136"
22965,"fede.115"
22974,"fede.111"
22985,"fede.413"
22989,"fede.105"
22992,"fede.121"
22995,"fede.101"
22996,"fede.107"
22997,"fede.121"
22998,"fede.110"
23000,"fede.105"
23001,"fede.121"
23005,"fede.110"
23008,"fede.110"
23014,"fede.107"
23015,"fede.105"
23017,"fede.111"
23020,"fede.115"
23023,"fede.123"
23031,"fede.233"
23050,"fede.115"
23055,"fede.112"
23057,"fede.105"
23060,"fede.107"
23064,"fede.105"
23065,"fede.111"
23066,"fede.107"
23067,"fede.105"
23071,"fede.105"
23074,"fede.112"
23076,"fede.107"
23082,"fede.604"
23083,"fede.112"
23087,"fede.102"
23089,"fede.107"
23092,"fede.242"
23103,"fede.111"
23117,"fede.111"
23119,"fede.402"
23146,"fede.109"
23154,"fede.201"
23160,"fede.257"
23163,"fede.102"
23169,"fede.102"
23171,"fede.102"
23174,"fede.102"
23176,"fede.102"
23179,"fede.102"
23184,"fede.105"
23185,"fede.102"
23187,"fede.603"
23190,"fede.102"
23214,"fede.111"
23216,"fede.115"
23243,"fede.123"
23246,"fede.115"
23252,"fede.110"
23254,"fede.118"
23264,"fede.102"
23267,"fede.110"
23268,"fede.110"
23270,"fede.110"
23271,"fede.110"
23272,"fede.102"
23275,"fede.106"
23281,"fede.106"
23282,"fede.110"
23283,"fede.106"
23285,"fede.101"
23286,"fede.118"
23291,"fede.118"
23294,"fede.118"
23298,"fede.110"
23299,"fede.118"
23300,"fede.106"
23302,"fede.110"
23303,"fede.102"
23307,"fede.101"
23328,"fede.110"
23329,"fede.102"
23332,"fede.102"
23334,"fede.110"
23340,"fede.107"
23344,"fede.106"
23345,"fede.102"
23356,"fede.132"
23371,"fede.134"
23375,"fede.111"
23377,"fede.410"
23378,"fede.111"
23384,"fede.242"
23389,"fede.237"
23394,"fede.134"
23396,"fede.113"
23401,"fede.108"
23402,"fede.102"
23403,"fede.102"
23410,"fede.113"
23411,"fede.129"
23412,"fede.133"
23418,"fede.102"
23419,"fede.410"
23427,"fede.132"
23428,"fede.604"
23437,"fede.106"
23444,"fede.106"
23447,"fede.113"
23451,"fede.106"
23458,"fede.233"
23473,"fede.109"
23490,"fede.209"
23496,"fede.111"
23501,"fede.111"
23511,"fede.117"
23519,"fede.119"
23527,"fede.115"
23533,"fede.402"
23534,"fede.123"
23558,"fede.402"
23559,"fede.402"
23561,"fede.123"
23562,"fede.109"
23563,"fede.136"
23579,"fede.103"
23580,"fede.103"
23581,"fede.410"
23584,"fede.132"
23588,"fede.124"
23601,"fede.111"
23602,"fede.108"
23609,"fede.101"
23610,"fede.108"
23619,"fede.123"
23620,"fede.111"
23625,"fede.111"
23643,"fede.221"
23648,"fede.109"
23653,"fede.111"
23657,"fede.126"
23666,"fede.401"
23669,"fede.122"
23677,"fede.112"
23680,"fede.407"
23702,"fede.117"
23720,"fede.111"
23722,"fede.105"
23724,"fede.105"
23726,"fede.102"
23736,"fede.118"
23738,"fede.106"
23739,"fede.102"
23742,"fede.102"
23743,"fede.118"
23744,"fede.102"
23746,"fede.105"
23747,"fede.102"
23749,"fede.106"
23751,"fede.102"
23754,"fede.118"
23755,"fede.105"
23756,"fede.102"
23757,"fede.109"
23758,"fede.106"
23759,"fede.106"
23763,"fede.119"
23764,"fede.102"
23766,"fede.102"
23779,"fede.402"
23780,"fede.121"
23790,"fede.401"
23795,"fede.114"
23804,"fede.113"
23819,"fede.127"
23826,"fede.110"
23832,"fede.102"
23834,"fede.114"
23837,"fede.105"
23838,"fede.113"
23840,"fede.107"
23848,"fede.133"
23849,"fede.113"
23851,"fede.105"
23863,"fede.135"
23866,"fede.102"
23870,"fede.123"
23878,"fede.117"
23881,"fede.118"
23884,"fede.119"
23885,"fede.107"
23886,"fede.133"
23888,"fede.107"
23890,"fede.107"
23892,"fede.101"
23893,"fede.119"
23895,"fede.119"
23896,"fede.103"
23897,"fede.107"
23898,"fede.101"
23899,"fede.107"
23900,"fede.101"
23902,"fede.245"
23918,"fede.135"
23921,"fede.125"
23927,"fede.106"
23935,"fede.111"
23948,"fede.123"
23950,"fede.132"
23957,"fede.115"
23960,"fede.242"
23961,"fede.402"
23962,"fede.402"
23968,"fede.111"
23980,"fede.117"
23988,"fede.105"
23989,"fede.105"
23993,"fede.248"
23996,"fede.604"
23998,"fede.105"
24004,"fede.109"
24009,"fede.105"
24011,"fede.101"
24016,"fede.242"
24020,"fede.102"
24021,"fede.111"
24022,"fede.101"
24028,"fede.102"
24031,"fede.112"
24035,"fede.102"
24047,"fede.402"
24050,"fede.233"
24054,"fede.102"
24058,"fede.257"
24059,"fede.102"
24064,"fede.102"
24067,"fede.115"
24074,"fede.105"
24083,"fede.108"
24084,"fede.404"
24085,"fede.604"
24087,"fede.101"
24093,"fede.413"
24100,"fede.413"
24109,"fede.111"
24110,"fede.113"
24112,"fede.113"
24116,"fede.111"
24123,"fede.132"
24139,"fede.123"
24140,"fede.117"
24149,"fede.201"
24150,"fede.102"
24152,"fede.201"
24155,"fede.102"
24156,"fede.203"
24157,"fede.105"
24158,"fede.112"
24159,"fede.403"
24160,"fede.203"
24161,"fede.203"
24163,"fede.105"
24164,"fede.203"
24165,"fede.112"
24166,"fede.210"
24167,"fede.112"
24169,"fede.203"
24170,"fede.102"
24171,"fede.201"
24173,"fede.203"
24174,"fede.210"
24175,"fede.102"
24178,"fede.201"
24179,"fede.403"
24183,"fede.203"
24185,"fede.108"
24186,"fede.203"
24187,"fede.105"
24189,"fede.403"
24190,"fede.105"
24191,"fede.203"
24192,"fede.201"
24193,"fede.203"
24199,"fede.102"
24202,"fede.112"
24206,"fede.203"
24209,"fede.210"
24210,"fede.203"
24211,"fede.105"
24213,"fede.203"
24216,"fede.210"
24217,"fede.201"
24218,"fede.403"
24219,"fede.112"
24220,"fede.203"
24221,"fede.403"
24222,"fede.112"
24224,"fede.210"
24226,"fede.210"
24228,"fede.105"
24229,"fede.105"
24231,"fede.203"
24232,"fede.112"
24234,"fede.201"
24235,"fede.112"
24236,"fede.112"
24238,"fede.115"
24239,"fede.203"
24241,"fede.201"
24242,"fede.203"
24245,"fede.115"
24247,"fede.201"
24250,"fede.105"
24254,"fede.203"
24258,"fede.108"
24259,"fede.203"
24260,"fede.203"
24262,"fede.203"
24263,"fede.115"
24266,"fede.203"
24272,"fede.115"
24275,"fede.112"
24276,"fede.201"
24280,"fede.112"
24281,"fede.102"
24283,"fede.112"
24284,"fede.108"
24287,"fede.403"
24288,"fede.201"
24290,"fede.201"
24291,"fede.108"
24292,"fede.203"
24294,"fede.201"
24296,"fede.112"
24300,"fede.403"
24304,"fede.108"
24306,"fede.112"
24310,"fede.201"
24312,"fede.201"
24313,"fede.203"
24314,"fede.114"
24316,"fede.112"
24317,"fede.203"
24318,"fede.201"
24323,"fede.108"
24324,"fede.115"
24325,"fede.105"
24326,"fede.108"
24327,"fede.114"
24330,"fede.201"
24331,"fede.201"
24332,"fede.108"
24333,"fede.115"
24335,"fede.203"
24338,"fede.105"
24341,"fede.105"
24343,"fede.105"
24344,"fede.203"
24345,"fede.203"
24346,"fede.108"
24348,"fede.203"
24349,"fede.108"
24350,"fede.201"
24351,"fede.102"
24352,"fede.403"
24354,"fede.105"
24356,"fede.105"
24357,"fede.403"
24358,"fede.203"
24366,"fede.105"
24367,"fede.112"
24370,"fede.201"
24371,"fede.114"
24373,"fede.201"
24375,"fede.115"
24376,"fede.203"
24377,"fede.203"
24378,"fede.201"
24379,"fede.115"
24381,"fede.115"
24382,"fede.115"
24384,"fede.210"
24386,"fede.115"
24387,"fede.201"
24389,"fede.403"
24391,"fede.201"
24392,"fede.201"
24393,"fede.105"
24394,"fede.112"
24396,"fede.201"
24397,"fede.105"
24399,"fede.203"
24403,"fede.105"
24404,"fede.201"
24405,"fede.403"
24407,"fede.201"
24408,"fede.403"
24409,"fede.115"
24413,"fede.201"
24414,"fede.201"
24415,"fede.403"
24418,"fede.201"
24420,"fede.203"
24421,"fede.105"
24424,"fede.115"
24427,"fede.112"
24428,"fede.105"
24431,"fede.108"
24432,"fede.105"
24435,"fede.108"
24436,"fede.102"
24438,"fede.201"
24439,"fede.403"
24441,"fede.203"
24443,"fede.201"
24445,"fede.112"
24448,"fede.112"
24449,"fede.203"
24450,"fede.102"
24451,"fede.102"
24452,"fede.201"
24453,"fede.203"
24455,"fede.105"
24458,"fede.403"
24459,"fede.203"
24462,"fede.203"
24464,"fede.203"
24467,"fede.112"
24470,"fede.201"
24471,"fede.108"
24473,"fede.203"
24474,"fede.201"
24475,"fede.201"
24476,"fede.105"
24477,"fede.203"
24479,"fede.108"
24480,"fede.203"
24483,"fede.102"
24484,"fede.105"
24487,"fede.201"
24488,"fede.108"
24490,"fede.112"
24491,"fede.105"
24492,"fede.102"
24493,"fede.203"
24496,"fede.203"
24500,"fede.203"
24501,"fede.201"
24507,"fede.105"
24508,"fede.203"
24512,"fede.112"
24513,"fede.105"
24514,"fede.115"
24515,"fede.102"
24517,"fede.105"
24518,"fede.105"
24519,"fede.201"
24521,"fede.201"
24522,"fede.108"
24523,"fede.201"
24525,"fede.201"
24526,"fede.114"
24527,"fede.105"
24529,"fede.105"
24530,"fede.112"
24532,"fede.203"
24534,"fede.112"
24535,"fede.403"
24538,"fede.114"
24540,"fede.403"
24541,"fede.201"
24545,"fede.203"
24550,"fede.105"
24551,"fede.108"
24553,"fede.105"
24554,"fede.112"
24556,"fede.403"
24557,"fede.112"
24562,"fede.210"
24565,"fede.112"
24566,"fede.105"
24567,"fede.201"
24568,"fede.108"
24569,"fede.108"
24570,"fede.201"
24571,"fede.112"
24574,"fede.403"
24575,"fede.210"
24578,"fede.403"
24582,"fede.403"
24584,"fede.114"
24585,"fede.203"
24586,"fede.203"
24587,"fede.201"
24592,"fede.105"
24593,"fede.403"
24594,"fede.201"
24595,"fede.115"
24597,"fede.201"
24601,"fede.201"
24602,"fede.201"
24603,"fede.203"
24607,"fede.201"
24609,"fede.403"
24610,"fede.203"
24611,"fede.108"
24612,"fede.203"
24613,"fede.203"
24614,"fede.203"
24615,"fede.201"
24618,"fede.201"
24619,"fede.403"
24621,"fede.203"
24622,"fede.203"
24623,"fede.203"
24624,"fede.203"
24625,"fede.102"
24630,"fede.102"
24631,"fede.108"
24632,"fede.115"
24633,"fede.203"
24634,"fede.108"
24637,"fede.203"
24642,"fede.108"
24643,"fede.105"
24644,"fede.203"
24645,"fede.203"
24646,"fede.115"
24651,"fede.203"
24653,"fede.203"
24654,"fede.201"
24655,"fede.403"
24659,"fede.105"
24660,"fede.403"
24661,"fede.105"
24664,"fede.203"
24665,"fede.203"
24666,"fede.203"
24669,"fede.105"
24670,"fede.403"
24676,"fede.105"
24679,"fede.203"
24680,"fede.108"
24681,"fede.112"
24682,"fede.108"
24684,"fede.203"
24686,"fede.112"
24690,"fede.105"
24692,"fede.203"
24695,"fede.102"
24696,"fede.201"
24698,"fede.201"
24699,"fede.201"
24702,"fede.115"
24707,"fede.201"
24709,"fede.112"
24714,"fede.203"
24715,"fede.105"
24720,"fede.108"
24721,"fede.203"
24724,"fede.201"
24726,"fede.102"
24729,"fede.403"
24731,"fede.102"
24732,"fede.105"
24737,"fede.203"
24738,"fede.105"
24740,"fede.115"
24741,"fede.105"
24742,"fede.201"
24743,"fede.102"
24745,"fede.403"
24747,"fede.203"
24748,"fede.105"
24749,"fede.203"
24754,"fede.203"
24755,"fede.203"
24758,"fede.115"
24759,"fede.203"
24760,"fede.201"
24762,"fede.201"
24763,"fede.203"
24764,"fede.201"
24765,"fede.201"
24767,"fede.108"
24770,"fede.201"
24772,"fede.112"
24774,"fede.112"
24777,"fede.203"
24778,"fede.403"
24780,"fede.203"
24781,"fede.112"
24782,"fede.102"
24783,"fede.102"
24784,"fede.403"
24785,"fede.114"
24787,"fede.203"
24792,"fede.210"
24793,"fede.403"
24795,"fede.201"
24797,"fede.112"
24799,"fede.115"
24800,"fede.112"
24802,"fede.105"
24804,"fede.201"
24805,"fede.115"
24806,"fede.203"
24807,"fede.108"
24808,"fede.108"
24809,"fede.201"
24810,"fede.203"
24812,"fede.403"
24813,"fede.102"
24814,"fede.203"
24815,"fede.203"
24816,"fede.203"
24818,"fede.403"
24820,"fede.210"
24821,"fede.112"
24823,"fede.105"
24826,"fede.201"
24829,"fede.102"
24831,"fede.201"
24834,"fede.403"
24835,"fede.102"
24837,"fede.403"
24839,"fede.201"
24842,"fede.203"
24844,"fede.203"
24845,"fede.105"
24847,"fede.203"
24848,"fede.102"
24849,"fede.203"
24851,"fede.102"
24852,"fede.102"
24853,"fede.108"
24854,"fede.403"
24855,"fede.201"
24857,"fede.203"
24860,"fede.201"
24862,"fede.203"
24863,"fede.105"
24865,"fede.105"
24871,"fede.201"
24872,"fede.201"
24878,"fede.114"
24879,"fede.108"
24880,"fede.201"
24883,"fede.201"
24887,"fede.203"
24888,"fede.203"
24889,"fede.102"
24890,"fede.114"
24892,"fede.210"
24900,"fede.103"
24912,"fede.102"
24913,"fede.107"
24916,"fede.110"
24920,"fede.102"
24922,"fede.110"
24925,"fede.102"
24928,"fede.110"
24929,"fede.112"
24930,"fede.107"
24932,"fede.107"
24933,"fede.604"
24934,"fede.107"
24935,"fede.107"
24937,"fede.102"
24939,"fede.102"
24942,"fede.107"
24943,"fede.135"
24945,"fede.604"
24948,"fede.107"
24956,"fede.102"
24958,"fede.102"
24959,"fede.103"
24961,"fede.102"
24973,"fede.109"
24979,"fede.115"
24983,"fede.111"
24985,"fede.233"
24988,"fede.261"
24992,"fede.402"
25006,"fede.125"
25011,"fede.133"
25012,"fede.242"
25013,"fede.109"
25022,"fede.242"
25024,"fede.248"
25028,"fede.233"
25029,"fede.111"
25037,"fede.106"
25051,"fede.105"
25056,"fede.604"
25057,"fede.102"
25058,"fede.102"
25064,"fede.113"
25065,"fede.102"
25066,"fede.108"
25067,"fede.106"
25070,"fede.102"
25071,"fede.106"
25072,"fede.106"
25074,"fede.604"
25075,"fede.102"
25078,"fede.111"
25079,"fede.102"
25084,"fede.106"
25087,"fede.102"
25088,"fede.113"
25089,"fede.108"
25091,"fede.106"
25092,"fede.108"
25093,"fede.102"
25094,"fede.102"
25100,"fede.413"
25114,"fede.402"
25129,"fede.125"
25145,"fede.242"
25147,"fede.218"
25148,"fede.133"
25175,"fede.107"
25178,"fede.125"
25184,"fede.101"
25189,"fede.121"
25193,"fede.117"
25196,"fede.242"
25202,"fede.117"
25223,"fede.604"
25230,"fede.402"
25231,"fede.111"
25240,"fede.249"
25243,"fede.132"
25262,"fede.125"
25263,"fede.133"
25272,"fede.133"
25274,"fede.133"
25283,"fede.242"
25284,"fede.127"
25285,"fede.404"
25291,"fede.125"
25297,"fede.132"
25302,"fede.245"
25305,"fede.133"
25306,"fede.133"
25318,"fede.103"
25323,"fede.133"
25328,"fede.604"
25331,"fede.242"
25333,"fede.242"
25334,"fede.135"
25335,"fede.245"
25339,"fede.218"
25343,"fede.125"
25344,"fede.115"
25349,"fede.111"
25353,"fede.111"
25370,"fede.102"
25371,"fede.102"
25373,"fede.102"
25380,"fede.102"
25382,"fede.106"
25383,"fede.117"
25389,"fede.106"
25390,"fede.106"
25400,"fede.265"
25403,"fede.125"
25404,"fede.106"
25407,"fede.219"
25408,"fede.106"
25409,"fede.133"
25410,"fede.111"
25414,"fede.123"
25421,"fede.101"
25423,"fede.249"
25426,"fede.105"
25429,"fede.108"
25438,"fede.128"
25440,"fede.115"
25496,"fede.111"
25499,"fede.133"
25509,"fede.402"
25540,"fede.114"
25541,"fede.107"
25543,"fede.107"
25547,"fede.110"
25550,"fede.102"
25551,"fede.102"
25554,"fede.101"
25555,"fede.604"
25559,"fede.105"
25561,"fede.106"
25562,"fede.106"
25564,"fede.107"
25567,"fede.115"
25570,"fede.107"
25574,"fede.111"
25576,"fede.110"
25579,"fede.106"
25581,"fede.106"
25582,"fede.107"
25584,"fede.105"
25588,"fede.402"
25600,"fede.402"
25602,"fede.133"
25611,"fede.106"
25613,"fede.110"
25614,"fede.604"
25615,"fede.106"
25619,"fede.102"
25621,"fede.102"
25622,"fede.102"
25624,"fede.108"
25626,"fede.102"
25628,"fede.108"
25631,"fede.102"
25632,"fede.102"
25643,"fede.103"
25645,"fede.218"
25650,"fede.103"
25652,"fede.210"
25653,"fede.113"
25656,"fede.106"
25657,"fede.210"
25659,"fede.108"
25661,"fede.113"
25662,"fede.113"
25663,"fede.105"
25664,"fede.105"
25666,"fede.106"
25668,"fede.103"
25671,"fede.106"
25673,"fede.113"
25674,"fede.222"
25675,"fede.210"
25676,"fede.106"
25677,"fede.103"
25678,"fede.222"
25679,"fede.218"
25680,"fede.105"
25682,"fede.219"
25683,"fede.106"
25685,"fede.103"
25686,"fede.218"
25688,"fede.106"
25690,"fede.218"
25695,"fede.105"
25696,"fede.105"
25697,"fede.108"
25702,"fede.106"
25703,"fede.103"
25704,"fede.105"
25706,"fede.210"
25707,"fede.103"
25711,"fede.210"
25714,"fede.108"
25715,"fede.125"
25716,"fede.219"
25722,"fede.107"
25723,"fede.106"
25724,"fede.108"
25725,"fede.108"
25727,"fede.222"
25730,"fede.108"
25732,"fede.103"
25733,"fede.218"
25734,"fede.219"
25735,"fede.108"
25739,"fede.222"
25740,"fede.218"
25742,"fede.210"
25744,"fede.113"
25745,"fede.108"
25750,"fede.105"
25752,"fede.222"
25754,"fede.113"
25757,"fede.218"
25758,"fede.103"
25761,"fede.105"
25762,"fede.113"
25766,"fede.210"
25767,"fede.113"
25768,"fede.105"
25770,"fede.106"
25771,"fede.105"
25772,"fede.105"
25774,"fede.210"
25780,"fede.107"
25781,"fede.219"
25782,"fede.210"
25784,"fede.107"
25786,"fede.103"
25787,"fede.103"
25792,"fede.125"
25794,"fede.106"
25796,"fede.105"
25798,"fede.113"
25801,"fede.103"
25802,"fede.107"
25806,"fede.105"
25807,"fede.219"
25808,"fede.210"
25809,"fede.108"
25810,"fede.103"
25812,"fede.222"
25814,"fede.108"
25820,"fede.105"
25822,"fede.105"
25824,"fede.218"
25827,"fede.103"
25828,"fede.218"
25832,"fede.210"
25833,"fede.222"
25834,"fede.218"
25835,"fede.106"
25836,"fede.113"
25837,"fede.108"
25838,"fede.210"
25839,"fede.222"
25841,"fede.218"
25842,"fede.222"
25844,"fede.210"
25845,"fede.210"
25847,"fede.108"
25848,"fede.103"
25851,"fede.210"
25852,"fede.113"
25853,"fede.107"
25856,"fede.107"
25863,"fede.103"
25870,"fede.106"
25871,"fede.210"
25872,"fede.113"
25873,"fede.105"
25876,"fede.125"
25877,"fede.105"
25879,"fede.210"
25881,"fede.105"
25882,"fede.105"
25883,"fede.125"
25886,"fede.105"
25888,"fede.103"
25889,"fede.113"
25892,"fede.106"
25896,"fede.107"
25897,"fede.105"
25899,"fede.113"
25901,"fede.103"
25902,"fede.107"
25903,"fede.125"
25904,"fede.218"
25906,"fede.113"
25907,"fede.105"
25909,"fede.210"
25913,"fede.219"
25915,"fede.107"
25916,"fede.210"
25918,"fede.105"
25921,"fede.106"
25922,"fede.210"
25923,"fede.210"
25924,"fede.210"
25925,"fede.218"
25927,"fede.210"
25929,"fede.113"
25930,"fede.107"
25931,"fede.107"
25932,"fede.113"
25933,"fede.210"
25934,"fede.103"
25939,"fede.222"
25941,"fede.222"
25944,"fede.106"
25945,"fede.113"
25947,"fede.113"
25948,"fede.210"
25951,"fede.106"
25953,"fede.222"
25955,"fede.106"
25957,"fede.108"
25959,"fede.222"
25960,"fede.222"
25965,"fede.219"
25966,"fede.218"
25967,"fede.105"
25968,"fede.108"
25971,"fede.105"
25974,"fede.103"
25977,"fede.113"
25978,"fede.106"
25983,"fede.107"
25984,"fede.113"
25986,"fede.105"
25988,"fede.219"
25992,"fede.222"
25993,"fede.218"
25994,"fede.103"
25995,"fede.103"
25996,"fede.210"
25997,"fede.105"
25999,"fede.106"
26000,"fede.105"
26001,"fede.108"
26004,"fede.113"
26005,"fede.105"
26006,"fede.105"
26007,"fede.107"
26008,"fede.210"
26010,"fede.106"
26012,"fede.125"
26014,"fede.222"
26015,"fede.107"
26016,"fede.222"
26017,"fede.210"
26018,"fede.103"
26023,"fede.105"
26025,"fede.210"
26031,"fede.107"
26034,"fede.105"
26035,"fede.106"
26039,"fede.107"
26041,"fede.105"
26042,"fede.103"
26043,"fede.222"
26044,"fede.106"
26047,"fede.218"
26048,"fede.113"
26050,"fede.113"
26051,"fede.218"
26053,"fede.113"
26054,"fede.108"
26059,"fede.210"
26078,"fede.103"
26079,"fede.102"
26081,"fede.107"
26083,"fede.107"
26086,"fede.110"
26087,"fede.102"
26093,"fede.106"
26095,"fede.102"
26096,"fede.116"
26097,"fede.103"
26098,"fede.106"
26099,"fede.102"
26100,"fede.110"
26107,"fede.110"
26115,"fede.105"
26116,"fede.103"
26118,"fede.106"
26119,"fede.102"
26120,"fede.106"
26125,"fede.106"
26126,"fede.106"
26129,"fede.102"
26130,"fede.102"
26133,"fede.106"
26141,"fede.106"
26144,"fede.102"
26147,"fede.109"
26162,"fede.123"
26174,"fede.133"
26187,"fede.413"
26196,"fede.249"
26198,"fede.125"
26213,"fede.111"
26214,"fede.119"
26217,"fede.115"
26228,"fede.111"
26252,"fede.108"
26254,"fede.102"
26257,"fede.108"
26261,"fede.111"
26262,"fede.123"
26264,"fede.108"
26265,"fede.108"
26266,"fede.108"
26267,"fede.102"
26268,"fede.123"
26269,"fede.115"
26274,"fede.111"
26277,"fede.108"
26280,"fede.129"
26281,"fede.115"
26285,"fede.129"
26287,"fede.115"
26288,"fede.115"
26296,"fede.105"
26299,"fede.119"
26301,"fede.110"
26302,"fede.110"
26305,"fede.108"
26309,"fede.105"
26314,"fede.108"
26315,"fede.102"
26319,"fede.102"
26321,"fede.102"
26323,"fede.110"
26325,"fede.102"
26336,"fede.109"
26341,"fede.209"
26342,"fede.115"
26352,"fede.111"
26353,"fede.601"
26381,"fede.107"
26383,"fede.107"
26385,"fede.124"
26386,"fede.111"
26387,"fede.111"
26392,"fede.102"
26393,"fede.102"
26397,"fede.102"
26402,"fede.107"
26405,"fede.102"
26406,"fede.102"
26410,"fede.102"
26411,"fede.102"
26413,"fede.102"
26414,"fede.102"
26417,"fede.101"
26419,"fede.111"
26420,"fede.107"
26425,"fede.111"
26430,"fede.106"
26431,"fede.106"
26436,"fede.108"
26438,"fede.106"
26439,"fede.106"
26441,"fede.108"
26444,"fede.103"
26446,"fede.106"
26448,"fede.106"
26450,"fede.102"
26458,"fede.133"
26487,"fede.102"
26489,"fede.134"
26490,"fede.110"
26491,"fede.112"
26492,"fede.102"
26494,"fede.103"
26495,"fede.103"
26496,"fede.103"
26501,"fede.103"
26502,"fede.110"
26504,"fede.134"
26506,"fede.114"
26509,"fede.103"
26510,"fede.103"
26512,"fede.114"
26515,"fede.102"
26516,"fede.103"
26518,"fede.103"
26519,"fede.108"
26521,"fede.110"
26522,"fede.134"
26527,"fede.110"
26528,"fede.110"
26548,"fede.123"
26550,"fede.106"
26552,"fede.103"
26556,"fede.106"
26558,"fede.106"
26561,"fede.103"
26562,"fede.123"
26563,"fede.103"
26567,"fede.106"
26568,"fede.106"
26569,"fede.106"
26570,"fede.101"
26571,"fede.102"
26573,"fede.123"
26576,"fede.106"
26580,"fede.109"
26581,"fede.109"
26582,"fede.109"
26587,"fede.102"
26589,"fede.109"
26592,"fede.413"
26645,"fede.402"
26646,"fede.402"
26652,"fede.133"
26658,"fede.111"
26667,"fede.105"
26670,"fede.111"
26675,"fede.402"
26683,"fede.101"
26686,"fede.402"
26690,"fede.103"
26693,"fede.242"
26694,"fede.103"
26696,"fede.103"
26701,"fede.113"
26703,"fede.113"
26706,"fede.102"
26707,"fede.102"
26708,"fede.105"
26713,"fede.113"
26714,"fede.134"
26735,"fede.108"
26736,"fede.121"
26739,"fede.103"
26740,"fede.102"
26741,"fede.108"
26742,"fede.113"
26743,"fede.108"
26744,"fede.113"
26745,"fede.102"
26746,"fede.102"
26748,"fede.106"
26750,"fede.103"
26756,"fede.103"
26757,"fede.102"
26758,"fede.106"
26765,"fede.108"
26769,"fede.102"
26770,"fede.103"
26774,"fede.108"
26777,"fede.111"
26779,"fede.604"
26780,"fede.111"
26782,"fede.102"
26783,"fede.108"
26784,"fede.108"
26785,"fede.111"
26786,"fede.106"
26789,"fede.119"
26790,"fede.102"
26792,"fede.111"
26794,"fede.103"
26795,"fede.127"
26804,"fede.111"
26814,"fede.101"
26850,"fede.221"
26858,"fede.102"
26859,"fede.205"
26862,"fede.101"
26864,"fede.103"
26865,"fede.102"
26867,"fede.122"
26868,"fede.205"
26871,"fede.105"
26874,"fede.102"
26877,"fede.107"
26884,"fede.102"
26886,"fede.102"
26888,"fede.110"
26889,"fede.102"
26890,"fede.122"
26891,"fede.105"
26895,"fede.122"
26896,"fede.122"
26897,"fede.103"
26909,"fede.122"
26910,"fede.105"
26912,"fede.205"
26913,"fede.102"
26914,"fede.205"
26915,"fede.205"
26919,"fede.105"
26922,"fede.103"
26923,"fede.102"
26926,"fede.102"
26929,"fede.103"
26930,"fede.122"
26934,"fede.102"
26935,"fede.102"
26937,"fede.102"
26938,"fede.102"
26942,"fede.103"
26943,"fede.107"
26944,"fede.110"
26946,"fede.101"
26947,"fede.110"
26949,"fede.205"
26950,"fede.103"
26951,"fede.103"
26954,"fede.103"
26955,"fede.102"
26956,"fede.102"
26957,"fede.101"
26959,"fede.107"
26961,"fede.205"
